cell_id,grid_x,grid_y,elevation_m,slope_deg,terrain_type,rock_density,dust_depth_cm,solar_exposure_pct,surface_temp_c,hazard_prob,safety_score,traversal_energy_wh_per_m
632,32,10,-14.87,11.61,rock_field,0.753,6.14,54.8,-40.3,0.242,0.758,2.538
633,33,10,-11.25,12.1,regolith_plain,0.719,7.08,45.1,-34.3,0.122,0.878,1.628
634,34,10,-11.37,12.18,regolith_plain,0.653,8.07,54.7,-31.7,0.129,0.871,1.563
635,35,10,-10.93,14.65,regolith_plain,0.625,8.7,52.2,-35.2,0.125,0.875,1.746
636,36,10,-7.78,19.34,regolith_plain,0.667,8.5,47.6,-38.4,0.163,0.837,1.921
637,37,10,-1.76,23.06,regolith_plain,0.653,8.1,37.9,-41.6,0.174,0.826,2.06
638,38,10,4.1,22.27,regolith_plain,0.612,8.37,49.0,-39.0,0.186,0.814,2.033
639,39,10,11.61,21.64,regolith_plain,0.638,8.63,49.3,-36.0,0.171,0.829,1.929
640,40,10,16.02,18.59,regolith_plain,0.634,9.43,40.6,-41.6,0.163,0.837,1.787
641,41,10,23.15,15.55,crater_rim,0.614,10.32,57.1,-39.4,0.24,0.76,2.204
642,42,10,27.15,10.76,regolith_plain,0.586,11.47,70.5,-35.7,0.123,0.877,1.564
643,43,10,30.12,4.07,regolith_plain,0.544,13.06,66.6,-36.0,0.089,0.911,1.321
644,44,10,29.99,7.84,regolith_plain,0.544,12.76,59.4,-34.6,0.11,0.89,1.431
645,45,10,26.19,11.3,regolith_plain,0.578,12.39,56.7,-36.5,0.114,0.886,1.621
646,46,10,22.21,4.03,regolith_plain,0.562,13.62,69.3,-31.3,0.086,0.914,1.27
647,47,10,23.61,5.4,regolith_plain,0.522,13.56,53.7,-35.6,0.099,0.901,1.294
648,48,10,23.85,9.34,regolith_plain,0.522,11.67,60.7,-37.4,0.114,0.886,1.478
649,49,10,28.01,18.14,crater_rim,0.559,8.69,47.7,-33.3,0.242,0.758,2.149
650,50,10,28.31,25.93,crater_rim,0.601,5.86,52.6,-38.3,0.272,0.728,2.453
651,51,10,23.92,26.25,crater_rim,0.636,4.03,40.1,-43.1,0.281,0.719,2.592
652,52,10,21.24,25.69,crater_rim,0.638,5.72,51.7,-35.5,0.286,0.714,2.563
653,53,10,19.07,26.86,crater_rim,0.634,7.71,33.8,-51.3,0.292,0.708,2.589
654,54,10,14.05,28.23,rock_field,0.647,9.66,42.5,-44.3,0.363,0.637,3.508
655,55,10,9.02,26.38,regolith_plain,0.658,12.1,42.9,-37.3,0.238,0.762,2.187
656,56,10,7.97,16.38,regolith_plain,0.637,12.9,46.8,-46.9,0.165,0.835,1.8
657,57,10,9.91,16.56,regolith_plain,0.633,11.96,52.9,-33.2,0.154,0.846,1.721
658,58,10,8.09,13.97,regolith_plain,0.661,11.44,61.9,-28.4,0.136,0.864,1.697
659,59,10,0.49,21.03,regolith_plain,0.717,9.48,44.9,-41.7,0.185,0.815,1.944
660,0,11,-30.05,7.24,regolith_plain,0.564,6.76,51.9,-36.3,0.08,0.92,1.352
661,1,11,-27.55,4.45,regolith_plain,0.623,7.31,65.0,-28.5,0.057,0.943,1.232
662,2,11,-27.0,4.1,regolith_plain,0.684,7.48,60.1,-36.6,0.071,0.929,1.28
663,3,11,-29.79,13.19,regolith_plain,0.738,6.25,53.4,-33.5,0.14,0.86,1.608
664,4,11,-36.31,9.14,crater_floor,0.758,6.82,59.5,-37.6,0.131,0.869,1.798
665,5,11,-36.14,1.77,crater_floor,0.746,5.72,57.8,-37.2,0.102,0.898,1.532
666,6,11,-36.22,6.34,crater_floor,0.762,2.82,53.3,-39.8,0.113,0.887,1.692
667,7,11,-33.08,12.31,rock_field,0.774,0.0,59.4,-32.9,0.235,0.765,2.432
668,8,11,-29.71,12.8,rock_field,0.771,0.0,52.8,-31.9,0.253,0.747,2.456
669,9,11,-29.15,9.63,regolith_plain,0.742,0.0,44.0,-40.3,0.084,0.916,1.47
670,10,11,-30.43,11.01,regolith_plain,0.726,0.0,62.6,-38.2,0.089,0.911,1.498
671,11,11,-35.24,9.86,crater_floor,0.722,0.0,60.8,-38.1,0.13,0.87,1.636
672,12,11,-35.33,14.95,crater_floor,0.716,0.0,49.3,-36.2,0.157,0.843,1.853
673,13,11,-25.79,15.06,regolith_plain,0.67,0.0,45.5,-31.7,0.11,0.89,1.623
674,14,11,-24.66,9.39,regolith_plain,0.63,0.0,64.7,-30.8,0.073,0.927,1.378
675,15,11,-23.69,14.99,regolith_plain,0.628,0.0,55.6,-37.1,0.115,0.885,1.595
676,16,11,-18.24,15.39,regolith_plain,0.587,0.0,67.4,-28.4,0.111,0.889,1.523
677,17,11,-15.42,10.87,regolith_plain,0.558,0.0,60.6,-34.8,0.073,0.927,1.392
678,18,11,-17.55,12.46,regolith_plain,0.567,0.0,58.6,-36.0,0.1,0.9,1.417
679,19,11,-24.26,15.19,regolith_plain,0.578,0.0,52.3,-40.5,0.096,0.904,1.51
680,20,11,-23.56,10.5,regolith_plain,0.614,0.27,63.3,-27.2,0.077,0.923,1.431
681,21,11,-21.43,9.24,regolith_plain,0.677,1.12,63.6,-43.0,0.081,0.919,1.373
682,22,11,-22.89,9.44,rock_field,0.766,1.74,67.1,-28.5,0.221,0.779,2.257
683,23,11,-24.45,11.49,rock_field,0.845,2.1,54.2,-38.1,0.26,0.74,2.489
684,24,11,-20.67,18.66,rock_field,0.821,2.32,46.9,-40.5,0.284,0.716,2.844
685,25,11,-16.73,15.27,regolith_plain,0.724,5.09,50.3,-31.1,0.136,0.864,1.762
686,26,11,-15.45,5.02,regolith_plain,0.652,8.16,69.2,-34.4,0.089,0.911,1.339
687,27,11,-14.61,9.71,regolith_plain,0.623,8.7,68.3,-34.7,0.101,0.899,1.564
688,28,11,-8.61,11.11,regolith_plain,0.626,9.01,55.0,-37.2,0.104,0.896,1.484
689,29,11,-6.76,8.11,regolith_plain,0.658,9.14,58.5,-33.8,0.103,0.897,1.543
690,30,11,-9.8,18.4,regolith_plain,0.727,7.28,51.6,-39.4,0.155,0.845,1.937
691,31,11,-15.53,9.35,regolith_plain,0.726,8.32,58.2,-41.7,0.104,0.896,1.515
692,32,11,-15.18,2.21,regolith_plain,0.695,9.58,73.3,-33.8,0.053,0.947,1.364
693,33,11,-14.97,8.1,regolith_plain,0.673,9.34,47.6,-34.2,0.086,0.914,1.45
694,34,11,-14.31,7.79,regolith_plain,0.62,9.98,56.5,-35.9,0.081,0.919,1.391
695,35,11,-12.92,10.13,regolith_plain,0.619,10.11,54.2,-35.3,0.13,0.87,1.486
696,36,11,-12.55,14.3,regolith_plain,0.685,9.71,40.3,-42.9,0.127,0.873,1.684
697,37,11,-8.92,23.66,regolith_plain,0.685,8.36,38.2,-45.1,0.186,0.814,2.112
698,38,11,-0.19,24.24,regolith_plain,0.643,8.33,37.8,-35.9,0.193,0.807,2.13
699,39,11,6.69,22.41,regolith_plain,0.678,8.66,44.1,-41.2,0.194,0.806,2.098
700,40,11,13.25,23.99,regolith_plain,0.704,8.99,50.3,-40.1,0.21,0.79,2.171
701,41,11,22.76,18.84,crater_rim,0.687,10.59,47.8,-34.9,0.258,0.742,2.424
702,42,11,26.27,9.09,regolith_plain,0.653,12.87,53.8,-40.3,0.123,0.877,1.574
703,43,11,28.86,7.62,regolith_plain,0.62,14.19,61.3,-37.3,0.113,0.887,1.485
704,44,11,26.67,12.92,crater_rim,0.611,14.05,62.1,-34.6,0.235,0.765,2.051
705,45,11,24.44,7.91,regolith_plain,0.605,15.27,55.4,-37.1,0.121,0.879,1.467
706,46,11,22.65,5.65,regolith_plain,0.601,16.08,58.3,-35.2,0.112,0.888,1.45
707,47,11,23.53,6.98,regolith_plain,0.596,16.36,65.7,-25.3,0.112,0.888,1.53
708,48,11,23.01,5.43,regolith_plain,0.583,14.82,62.7,-33.2,0.113,0.887,1.454
709,49,11,22.39,20.46,crater_rim,0.59,10.24,51.4,-47.6,0.282,0.718,2.482
710,50,11,17.37,28.58,crater_rim,0.62,6.69,38.5,-40.9,0.297,0.703,2.875
711,51,11,13.31,26.16,regolith_plain,0.666,4.53,45.4,-39.4,0.215,0.785,2.067
712,52,11,9.91,24.71,regolith_plain,0.666,6.92,36.6,-42.7,0.189,0.811,2.143
713,53,11,7.58,23.78,regolith_plain,0.65,10.0,43.8,-39.7,0.2,0.8,2.158
714,54,11,4.15,24.0,regolith_plain,0.638,12.91,42.3,-41.6,0.209,0.791,2.097
715,55,11,-0.42,19.32,regolith_plain,0.614,16.54,41.5,-42.4,0.194,0.806,2.01
716,56,11,2.56,14.97,regolith_plain,0.609,16.49,44.2,-38.7,0.177,0.823,1.857
717,57,11,2.25,21.97,regolith_plain,0.628,14.46,49.9,-41.1,0.201,0.799,2.144
718,58,11,3.4,9.96,regolith_plain,0.645,15.29,56.9,-40.4,0.125,0.875,1.692
719,59,11,-0.07,9.92,regolith_plain,0.697,14.33,53.0,-25.8,0.133,0.867,1.659
720,0,12,-33.35,11.3,regolith_plain,0.593,4.38,57.0,-38.4,0.093,0.907,1.467
721,1,12,-30.22,10.55,regolith_plain,0.656,5.18,65.2,-32.3,0.103,0.897,1.436
722,2,12,-29.87,10.21,regolith_plain,0.715,5.92,45.1,-45.8,0.101,0.899,1.587
723,3,12,-34.93,12.69,crater_floor,0.747,6.24,47.1,-38.7,0.162,0.838,1.963
724,4,12,-36.41,6.42,crater_floor,0.759,7.66,57.4,-39.4,0.14,0.86,1.645
725,5,12,-36.92,4.34,crater_floor,0.767,5.44,74.0,-31.4,0.12,0.88,1.615
726,6,12,-37.59,3.34,crater_floor,0.774,3.07,68.0,-27.3,0.112,0.888,1.545
727,7,12,-35.61,6.79,crater_floor,0.782,0.02,67.1,-29.6,0.107,0.893,1.629
728,8,12,-33.22,5.7,rock_field,0.775,0.0,56.9,-32.8,0.2,0.8,2.208
729,9,12,-32.51,4.46,regolith_plain,0.74,0.0,58.4,-41.7,0.052,0.948,1.244
730,10,12,-32.83,6.59,regolith_plain,0.709,0.0,65.4,-24.7,0.058,0.942,1.344
731,11,12,-35.76,6.88,crater_floor,0.681,0.0,62.8,-37.8,0.1,0.9,1.465
732,12,12,-36.87,9.47,crater_floor,0.662,0.0,62.9,-26.9,0.115,0.885,1.669
733,13,12,-29.14,20.24,regolith_plain,0.664,0.0,46.6,-34.6,0.127,0.873,1.744
734,14,12,-22.34,15.88,regolith_plain,0.639,0.0,54.2,-33.7,0.099,0.901,1.586
735,15,12,-17.76,12.87,regolith_plain,0.623,0.0,56.8,-38.5,0.096,0.904,1.491
736,16,12,-14.55,9.62,regolith_plain,0.592,0.47,64.1,-32.0,0.066,0.934,1.333
737,17,12,-11.04,6.45,regolith_plain,0.579,0.0,67.7,-33.2,0.051,0.949,1.198
738,18,12,-16.01,20.68,regolith_plain,0.61,0.0,37.5,-41.7,0.141,0.859,1.791
739,19,12,-23.11,10.92,regolith_plain,0.574,0.0,44.5,-40.4,0.075,0.925,1.412
740,20,12,-23.72,6.46,regolith_plain,0.602,0.72,68.9,-39.1,0.057,0.943,1.275
741,21,12,-24.05,1.24,regolith_plain,0.664,2.41,75.8,-24.2,0.035,0.965,1.139
742,22,12,-24.33,3.27,rock_field,0.78,3.01,60.3,-34.5,0.194,0.806,2.106
743,23,12,-25.48,7.69,rock_field,0.89,3.26,50.4,-39.6,0.245,0.755,2.502
744,24,12,-24.59,4.41,rock_field,0.856,5.16,65.7,-34.7,0.216,0.784,2.307
745,25,12,-22.66,10.14,rock_field,0.772,6.47,64.4,-31.7,0.254,0.746,2.492
746,26,12,-17.77,10.51,regolith_plain,0.702,8.0,69.2,-35.1,0.104,0.896,1.509
747,27,12,-15.26,11.09,regolith_plain,0.639,9.28,60.9,-43.6,0.12,0.88,1.607
748,28,12,-10.0,8.12,regolith_plain,0.624,10.42,58.8,-33.8,0.117,0.883,1.504
749,29,12,-10.2,6.4,regolith_plain,0.657,10.62,57.6,-33.8,0.121,0.879,1.473
750,30,12,-13.92,8.69,regolith_plain,0.695,10.21,60.5,-35.6,0.101,0.899,1.527
751,31,12,-15.14,6.8,regolith_plain,0.699,10.44,60.7,-39.4,0.101,0.899,1.447
752,32,12,-16.31,5.61,regolith_plain,0.673,10.82,57.7,-35.5,0.086,0.914,1.402
753,33,12,-16.87,7.65,regolith_plain,0.656,10.95,73.9,-36.1,0.105,0.895,1.437
754,34,12,-16.44,12.98,regolith_plain,0.648,10.49,66.4,-36.9,0.144,0.856,1.707
755,35,12,-17.86,14.91,regolith_plain,0.639,10.34,60.4,-37.9,0.157,0.843,1.799
756,36,12,-17.16,9.98,regolith_plain,0.654,11.11,53.5,-34.0,0.133,0.867,1.551
757,37,12,-14.19,19.54,regolith_plain,0.669,9.63,53.6,-38.6,0.16,0.84,1.907
758,38,12,-4.88,29.24,rock_field,0.672,8.13,41.7,-43.0,0.357,0.643,3.509
759,39,12,2.04,27.8,regolith_plain,0.709,8.3,42.1,-33.3,0.217,0.783,2.297
760,40,12,8.35,28.76,rock_field,0.738,8.88,45.9,-38.4,0.363,0.637,3.61
761,41,12,19.05,27.87,crater_rim,0.729,10.13,43.2,-39.6,0.319,0.681,2.909
762,42,12,25.24,14.32,crater_rim,0.685,13.28,58.7,-37.3,0.236,0.764,2.314
763,43,12,24.78,20.0,crater_rim,0.685,13.96,51.8,-40.6,0.298,0.702,2.496
764,44,12,21.95,17.46,crater_rim,0.658,15.25,52.8,-46.8,0.265,0.735,2.271
765,45,12,22.35,13.08,crater_rim,0.645,16.58,44.9,-37.1,0.244,0.756,2.177
766,46,12,18.36,12.02,crater_rim,0.638,17.4,57.3,-34.9,0.26,0.74,2.202
767,47,12,18.73,8.11,regolith_plain,0.616,18.66,57.7,-37.4,0.12,0.88,1.56
768,48,12,20.23,12.99,crater_rim,0.617,15.95,48.0,-40.3,0.248,0.752,2.167
769,49,12,14.2,23.0,regolith_plain,0.613,11.81,54.8,-34.1,0.206,0.794,1.966
770,50,12,8.5,19.2,regolith_plain,0.608,9.74,59.2,-41.5,0.178,0.822,1.909
771,51,12,5.75,12.43,regolith_plain,0.634,7.85,64.5,-35.6,0.123,0.877,1.542
772,52,12,3.75,8.46,regolith_plain,0.628,10.92,62.2,-38.9,0.114,0.886,1.476
773,53,12,2.42,9.84,regolith_plain,0.626,14.07,67.3,-25.8,0.138,0.862,1.523
774,54,12,-1.86,10.84,regolith_plain,0.602,17.29,58.2,-32.9,0.143,0.857,1.571
775,55,12,-4.92,2.53,regolith_plain,0.545,21.89,68.4,-42.0,0.104,0.896,1.423
776,56,12,-2.38,5.87,regolith_plain,0.558,20.65,57.0,-43.2,0.143,0.857,1.415
777,57,12,-6.2,10.32,regolith_plain,0.574,18.94,61.0,-36.1,0.153,0.847,1.614
778,58,12,1.46,10.63,regolith_plain,0.63,17.85,58.7,-38.1,0.149,0.851,1.634
779,59,12,1.3,3.89,regolith_plain,0.674,17.83,57.9,-41.8,0.1,0.9,1.453
780,0,13,-35.04,3.71,crater_floor,0.591,4.88,65.6,-24.7,0.07,0.93,1.382
781,1,13,-34.14,8.36,crater_floor,0.647,4.72,60.3,-33.1,0.128,0.872,1.645
782,2,13,-32.45,11.21,regolith_plain,0.696,4.84,68.5,-29.6,0.086,0.914,1.476
783,3,13,-35.98,13.57,crater_floor,0.73,5.03,60.4,-37.1,0.167,0.833,1.876
784,4,13,-40.35,10.12,crater_floor,0.755,5.88,58.9,-32.1,0.146,0.854,1.857
785,5,13,-38.94,6.53,crater_floor,0.773,3.8,64.3,-34.4,0.12,0.88,1.638
786,6,13,-38.15,7.59,crater_floor,0.793,1.03,61.9,-34.6,0.135,0.865,1.675
787,7,13,-34.97,8.47,crater_floor,0.787,0.0,59.5,-31.7,0.116,0.884,1.755
788,8,13,-32.23,4.89,rock_field,0.776,0.0,58.1,-41.2,0.191,0.809,2.145
789,9,13,-32.24,4.8,rock_field,0.764,0.0,63.8,-26.3,0.182,0.818,2.114
790,10,13,-33.71,9.91,regolith_plain,0.724,0.0,54.6,-35.2,0.087,0.913,1.43
791,11,13,-37.87,3.57,crater_floor,0.619,0.0,58.6,-29.4,0.075,0.925,1.263
792,12,13,-36.16,14.5,crater_floor,0.61,0.0,57.1,-39.3,0.138,0.862,1.793
793,13,13,-28.31,15.83,regolith_plain,0.624,0.0,54.9,-39.5,0.117,0.883,1.594
794,14,13,-24.93,16.0,regolith_plain,0.635,0.0,41.7,-45.1,0.095,0.905,1.628
795,15,13,-18.91,11.32,regolith_plain,0.634,0.46,56.8,-34.2,0.067,0.933,1.45
796,16,13,-17.38,11.54,regolith_plain,0.643,0.8,63.3,-32.7,0.076,0.924,1.425
797,17,13,-19.7,21.59,regolith_plain,0.682,0.0,52.6,-38.4,0.151,0.849,1.78
798,18,13,-26.61,14.4,regolith_plain,0.638,0.0,60.3,-37.9,0.105,0.895,1.606
799,19,13,-24.6,10.64,regolith_plain,0.593,0.02,58.5,-39.6,0.047,0.953,1.319
800,20,13,-19.13,4.14,regolith_plain,0.586,1.16,60.4,-34.2,0.044,0.956,1.149
801,21,13,-22.04,6.1,regolith_plain,0.633,1.3,56.8,-37.1,0.073,0.927,1.308
802,22,13,-21.11,9.51,regolith_plain,0.727,1.23,61.6,-36.3,0.084,0.916,1.535
803,23,13,-19.06,10.05,rock_field,0.808,1.59,61.2,-27.5,0.247,0.753,2.514
804,24,13,-19.44,8.57,rock_field,0.818,3.03,68.3,-31.7,0.233,0.767,2.387
805,25,13,-18.9,8.69,rock_field,0.775,5.38,67.0,-27.0,0.249,0.751,2.274
806,26,13,-16.06,9.91,regolith_plain,0.737,7.14,58.3,-37.4,0.126,0.874,1.518
807,27,13,-13.63,8.47,regolith_plain,0.685,9.13,53.2,-36.3,0.104,0.896,1.54
808,28,13,-11.26,6.76,regolith_plain,0.663,10.38,60.7,-35.0,0.108,0.892,1.443
809,29,13,-8.95,4.58,regolith_plain,0.67,10.81,66.3,-39.7,0.086,0.914,1.446
810,30,13,-13.4,16.7,regolith_plain,0.706,9.1,50.4,-32.6,0.176,0.824,1.919
811,31,13,-19.66,13.67,regolith_plain,0.694,9.66,51.5,-38.5,0.139,0.861,1.74
812,32,13,-18.7,15.01,regolith_plain,0.674,9.99,55.0,-33.8,0.154,0.846,1.789
813,33,13,-20.34,19.32,regolith_plain,0.687,10.26,45.7,-43.0,0.196,0.804,1.897
814,34,13,-23.47,18.85,regolith_plain,0.701,11.13,45.5,-40.9,0.185,0.815,2.022
815,35,13,-23.54,14.58,regolith_plain,0.64,12.25,55.8,-40.2,0.147,0.853,1.777
816,36,13,-18.56,12.03,regolith_plain,0.591,12.73,54.4,-32.3,0.121,0.879,1.649
817,37,13,-16.04,9.32,regolith_plain,0.592,12.99,61.2,-33.6,0.103,0.897,1.442
818,38,13,-15.61,24.58,regolith_plain,0.646,10.55,44.6,-39.0,0.209,0.791,2.079
819,39,13,-9.73,29.57,rock_field,0.687,9.65,30.6,-39.8,0.365,0.635,3.597
820,40,13,-0.64,30.09,rock_field,0.708,10.22,34.0,-39.5,0.363,0.637,3.696
821,41,13,10.02,27.49,regolith_plain,0.683,11.66,48.4,-36.2,0.238,0.762,2.375
822,42,13,17.81,14.18,crater_rim,0.633,14.7,47.4,-45.6,0.255,0.745,2.162
823,43,13,14.68,14.23,regolith_plain,0.642,16.28,41.6,-44.8,0.164,0.836,1.719
824,44,13,14.32,18.43,regolith_plain,0.643,16.34,38.6,-47.2,0.205,0.795,1.925
825,45,13,15.87,18.96,regolith_plain,0.639,16.59,49.3,-36.5,0.178,0.822,1.935
826,46,13,14.94,9.98,regolith_plain,0.597,18.27,59.2,-35.4,0.139,0.861,1.584
827,47,13,18.14,15.04,crater_rim,0.563,17.84,52.7,-43.9,0.267,0.733,2.323
828,48,13,14.98,20.07,regolith_plain,0.558,15.93,55.2,-38.0,0.184,0.816,1.855
829,49,13,10.1,17.24,regolith_plain,0.554,14.83,35.0,-50.2,0.181,0.819,1.878
830,50,13,6.29,7.65,regolith_plain,0.534,14.74,64.0,-34.3,0.126,0.874,1.479
831,51,13,5.88,4.3,regolith_plain,0.539,13.38,74.6,-36.8,0.065,0.935,1.321
832,52,13,4.98,3.85,regolith_plain,0.56,15.19,59.0,-33.8,0.109,0.891,1.273
833,53,13,3.49,4.54,regolith_plain,0.596,17.46,62.7,-33.3,0.112,0.888,1.474
834,54,13,1.95,4.68,regolith_plain,0.58,19.81,60.3,-28.2,0.112,0.888,1.446
835,55,13,1.27,8.99,regolith_plain,0.555,21.54,54.7,-34.6,0.136,0.864,1.549
836,56,13,-1.35,7.55,regolith_plain,0.542,20.87,59.7,-37.9,0.148,0.852,1.505
837,57,13,-3.94,8.78,regolith_plain,0.537,19.58,68.9,-29.6,0.129,0.871,1.572
838,58,13,3.16,11.89,regolith_plain,0.593,17.99,67.9,-38.6,0.158,0.842,1.635
839,59,13,2.63,2.76,regolith_plain,0.623,18.25,65.0,-37.9,0.091,0.909,1.428
840,0,14,-35.22,1.68,crater_floor,0.592,4.55,79.6,-26.3,0.078,0.922,1.343
841,1,14,-35.51,11.49,crater_floor,0.665,3.47,57.6,-43.8,0.15,0.85,1.797
842,2,14,-37.58,22.01,regolith_plain,0.736,2.28,56.3,-35.7,0.162,0.838,1.875
843,3,14,-40.49,12.43,crater_floor,0.728,4.12,55.8,-40.0,0.171,0.829,1.852
844,4,14,-42.91,2.35,crater_floor,0.728,5.81,68.2,-31.3,0.108,0.892,1.439
845,5,14,-40.93,7.39,crater_floor,0.777,2.37,64.1,-37.1,0.115,0.885,1.593
846,6,14,-41.15,10.0,crater_floor,0.805,0.0,78.1,-26.0,0.121,0.879,1.724
847,7,14,-36.27,13.5,crater_floor,0.797,0.0,60.3,-33.8,0.147,0.853,1.91
848,8,14,-35.28,14.04,crater_floor,0.786,0.0,50.3,-31.8,0.156,0.844,1.948
849,9,14,-35.52,9.3,crater_floor,0.748,0.0,65.6,-32.0,0.139,0.861,1.631
850,10,14,-36.96,5.27,crater_floor,0.689,0.0,62.0,-36.4,0.11,0.89,1.474
851,11,14,-35.26,6.88,crater_floor,0.624,0.0,59.5,-35.2,0.089,0.911,1.437
852,12,14,-32.93,8.59,regolith_plain,0.601,0.0,66.0,-37.3,0.056,0.944,1.363
853,13,14,-30.77,11.31,regolith_plain,0.634,0.0,57.8,-33.2,0.089,0.911,1.432
854,14,14,-28.92,18.2,regolith_plain,0.671,0.0,51.7,-34.6,0.135,0.865,1.76
855,15,14,-20.44,17.45,regolith_plain,0.685,0.06,50.9,-27.3,0.138,0.862,1.745
856,16,14,-22.68,13.59,regolith_plain,0.688,1.1,57.1,-37.6,0.119,0.881,1.57
857,17,14,-23.9,14.75,regolith_plain,0.692,0.03,56.3,-36.4,0.101,0.899,1.59
858,18,14,-25.04,3.97,regolith_plain,0.63,1.51,54.0,-38.5,0.028,0.972,1.18
859,19,14,-23.82,4.36,regolith_plain,0.588,1.31,69.2,-30.1,0.047,0.953,1.165
860,20,14,-22.37,9.01,regolith_plain,0.614,0.52,54.2,-34.6,0.07,0.93,1.382
861,21,14,-20.26,7.61,regolith_plain,0.652,0.7,53.0,-36.7,0.045,0.955,1.333
862,22,14,-18.33,2.4,regolith_plain,0.672,1.45,67.0,-27.3,0.02,0.98,1.229
863,23,14,-18.6,2.59,regolith_plain,0.711,1.4,67.6,-33.9,0.029,0.971,1.283
864,24,14,-18.57,3.97,regolith_plain,0.749,2.21,61.5,-29.8,0.066,0.934,1.294
865,25,14,-17.56,12.79,rock_field,0.772,3.47,60.9,-31.9,0.25,0.75,2.689
866,26,14,-13.18,8.43,rock_field,0.752,6.42,52.7,-37.3,0.24,0.76,2.395
867,27,14,-11.74,4.41,regolith_plain,0.707,9.21,62.7,-35.2,0.075,0.925,1.417
868,28,14,-10.72,3.34,regolith_plain,0.658,10.66,62.8,-24.4,0.086,0.914,1.371
869,29,14,-12.58,12.55,regolith_plain,0.665,9.54,55.9,-39.7,0.134,0.866,1.659
870,30,14,-19.33,22.21,regolith_plain,0.679,8.36,47.2,-38.1,0.193,0.807,2.054
871,31,14,-23.3,19.41,regolith_plain,0.665,9.04,42.6,-44.0,0.166,0.834,1.924
872,32,14,-27.01,17.89,regolith_plain,0.646,10.14,54.7,-29.7,0.157,0.843,1.775
873,33,14,-30.06,21.33,regolith_plain,0.662,11.03,46.9,-36.1,0.175,0.825,2.093
874,34,14,-29.72,19.0,regolith_plain,0.676,12.62,37.8,-45.8,0.18,0.82,1.982
875,35,14,-27.03,15.67,regolith_plain,0.62,13.95,41.0,-40.0,0.173,0.827,1.827
876,36,14,-21.21,13.76,regolith_plain,0.567,14.41,54.8,-36.2,0.164,0.836,1.667
877,37,14,-20.06,13.79,regolith_plain,0.583,14.15,53.5,-39.8,0.138,0.862,1.622
878,38,14,-22.05,12.41,regolith_plain,0.606,14.1,55.7,-33.9,0.141,0.859,1.63
879,39,14,-15.01,24.75,regolith_plain,0.648,11.99,42.6,-39.7,0.228,0.772,2.246
880,40,14,-3.77,31.79,rock_field,0.674,11.5,36.4,-42.6,0.403,0.597,3.961
881,41,14,9.44,28.11,rock_field,0.648,13.03,44.8,-40.8,0.363,0.637,3.423
882,42,14,16.27,12.94,regolith_plain,0.598,16.29,49.1,-37.7,0.164,0.836,1.685
883,43,14,15.26,16.91,regolith_plain,0.643,17.34,44.4,-40.3,0.195,0.805,1.977
884,44,14,8.68,14.72,regolith_plain,0.634,18.13,47.2,-40.0,0.184,0.816,1.841
885,45,14,8.63,17.73,regolith_plain,0.611,17.67,52.2,-41.0,0.172,0.828,1.896
886,46,14,11.7,13.22,regolith_plain,0.565,18.34,62.9,-28.0,0.157,0.843,1.648
887,47,14,7.98,22.51,regolith_plain,0.546,16.94,42.7,-46.0,0.211,0.789,1.995
888,48,14,8.02,20.64,regolith_plain,0.529,16.89,32.3,-43.7,0.199,0.801,1.979
889,49,14,5.32,14.95,regolith_plain,0.523,17.33,43.3,-42.8,0.168,0.832,1.665
890,50,14,5.18,4.88,regolith_plain,0.494,18.43,59.6,-28.9,0.132,0.868,1.425
891,51,14,3.04,5.01,regolith_plain,0.486,17.59,61.1,-39.0,0.107,0.893,1.341
892,52,14,2.51,2.32,regolith_plain,0.506,19.01,65.0,-37.1,0.104,0.896,1.238
893,53,14,1.47,4.08,regolith_plain,0.556,20.12,65.7,-37.9,0.118,0.882,1.356
894,54,14,0.54,5.83,regolith_plain,0.549,21.25,61.7,-34.2,0.129,0.871,1.552
895,55,14,0.49,4.7,dune_field,0.513,22.8,71.1,-37.9,0.168,0.832,2.03
896,56,14,-1.38,3.89,regolith_plain,0.502,21.9,61.7,-37.5,0.122,0.878,1.4
897,57,14,-1.97,10.23,regolith_plain,0.514,19.76,53.6,-46.8,0.13,0.87,1.603
898,58,14,-3.81,8.73,regolith_plain,0.542,18.8,63.3,-33.8,0.142,0.858,1.504
899,59,14,-0.31,13.6,regolith_plain,0.59,16.88,45.8,-42.6,0.138,0.862,1.685
900,0,15,-34.01,21.86,regolith_plain,0.643,0.88,48.3,-44.1,0.154,0.846,1.79
901,1,15,-41.92,20.87,regolith_plain,0.705,1.28,47.7,-34.1,0.146,0.854,1.83
902,2,15,-47.84,14.45,crater_floor,0.747,2.48,53.2,-41.9,0.154,0.846,1.937
903,3,15,-43.0,11.7,crater_floor,0.737,3.14,66.7,-28.8,0.157,0.843,1.904
904,4,15,-41.93,2.07,crater_floor,0.724,4.63,64.0,-35.9,0.091,0.909,1.44
905,5,15,-43.82,3.97,crater_floor,0.77,1.57,78.0,-21.5,0.101,0.899,1.575
906,6,15,-43.44,1.93,crater_floor,0.788,0.0,66.5,-28.7,0.068,0.932,1.432
907,7,15,-42.57,8.99,crater_floor,0.781,0.0,52.5,-40.7,0.14,0.86,1.741
