route_id,vehicle_type,route_type,start_x,start_y,end_x,end_y,num_cells,distance_km,avg_slope_deg,max_slope_deg,avg_rock_density,pct_high_hazard_cells,dominant_terrain,payload_kg,payload_fraction_of_max,battery_capacity_wh,total_energy_wh,energy_margin_pct,safety_score,mission_success
379,cargo_hauler,optimized,27,21,49,36,63,1.48,20.5,35.0,0.619,0.651,regolith_plain,303.2,0.505,14000.0,4743.8,66.12,0.427,0
380,light_scout,naive,56,12,38,15,26,0.616,13.36,31.79,0.568,0.731,regolith_plain,9.9,0.248,3500.0,1155.5,66.99,0.372,0
381,swarm_builder,optimized,10,50,39,32,30,0.795,7.94,22.61,0.467,0.067,regolith_plain,8.4,0.56,1200.0,1042.0,13.17,0.822,1
382,swarm_builder,naive,29,34,21,49,32,0.753,11.66,20.68,0.499,0.25,regolith_plain,13.5,0.9,1200.0,1271.7,-5.98,0.703,0
383,swarm_builder,optimized,4,58,56,59,181,3.89,20.95,28.09,0.662,0.414,regolith_plain,4.2,0.28,1200.0,5893.9,-391.16,0.579,0
384,swarm_builder,optimized,56,56,48,3,54,1.292,7.39,19.78,0.528,0.037,regolith_plain,3.5,0.233,1200.0,1446.7,-20.56,0.871,0
385,swarm_builder,optimized,16,51,33,57,181,4.163,10.68,27.73,0.723,0.182,regolith_plain,10.4,0.693,1200.0,7003.3,-483.61,0.755,0
386,light_scout,naive,38,48,13,50,47,1.111,15.12,36.13,0.581,0.34,regolith_plain,10.1,0.252,3500.0,1867.9,46.63,0.631,1
387,swarm_builder,naive,29,43,9,45,32,0.744,15.1,23.48,0.473,0.406,regolith_plain,10.0,0.667,1200.0,1191.4,0.72,0.595,0
388,cargo_hauler,optimized,28,15,50,21,23,0.573,12.4,26.95,0.545,0.478,regolith_plain,243.4,0.406,14000.0,1516.3,89.17,0.564,1
389,swarm_builder,naive,18,24,18,50,39,0.893,12.95,35.73,0.514,0.385,regolith_plain,1.8,0.12,1200.0,1176.7,1.94,0.59,0
390,swarm_builder,optimized,46,7,31,55,181,4.478,9.59,24.6,0.712,0.387,regolith_plain,13.7,0.913,1200.0,8904.9,-642.08,0.614,0
391,cargo_hauler,optimized,49,22,4,32,54,1.358,8.17,22.63,0.525,0.074,regolith_plain,84.1,0.14,14000.0,2556.2,81.74,0.82,1
392,light_scout,naive,22,21,45,35,35,0.887,18.56,39.17,0.682,0.6,regolith_plain,6.5,0.162,3500.0,1947.4,44.36,0.393,0
393,swarm_builder,optimized,27,4,27,22,181,3.857,7.16,32.08,0.731,0.431,regolith_plain,11.8,0.787,1200.0,8099.5,-574.96,0.557,0
394,light_scout,optimized,2,24,40,26,41,0.999,9.45,25.15,0.537,0.171,regolith_plain,34.9,0.872,3500.0,1808.8,48.32,0.759,1
395,swarm_builder,naive,19,18,8,50,56,1.315,17.94,36.36,0.56,0.5,regolith_plain,13.8,0.92,1200.0,3160.8,-163.4,0.476,0
396,crew_transport,naive,40,4,59,55,80,1.936,10.5,58.48,0.558,0.188,regolith_plain,158.2,0.633,9500.0,4104.3,56.8,0.748,1
397,light_scout,optimized,22,11,57,35,45,1.153,6.9,18.56,0.607,0.111,regolith_plain,28.6,0.715,3500.0,1922.1,45.08,0.812,1
398,cargo_hauler,naive,47,13,18,21,38,0.906,16.89,35.83,0.708,0.711,rock_field,531.8,0.886,14000.0,4111.2,70.63,0.315,0
399,crew_transport,optimized,59,39,5,22,59,1.433,8.11,19.28,0.614,0.153,regolith_plain,115.1,0.46,9500.0,2844.6,70.06,0.78,1
400,swarm_builder,naive,1,4,40,13,59,1.425,10.56,30.09,0.659,0.22,regolith_plain,3.6,0.24,1200.0,1942.6,-61.88,0.717,0
401,light_scout,optimized,16,39,41,18,31,0.782,10.24,25.07,0.527,0.129,regolith_plain,10.0,0.25,3500.0,1078.5,69.19,0.776,1
402,cargo_hauler,optimized,19,35,47,47,31,0.782,9.89,20.02,0.641,0.29,regolith_plain,108.4,0.181,14000.0,1851.8,86.77,0.669,1
403,crew_transport,naive,46,13,1,19,75,1.82,11.76,23.99,0.659,0.293,regolith_plain,38.1,0.152,9500.0,3574.6,62.37,0.674,1
404,swarm_builder,optimized,17,26,49,19,56,1.282,9.98,25.81,0.624,0.607,regolith_plain,12.8,0.853,1200.0,2423.0,-101.92,0.484,0
405,swarm_builder,optimized,51,31,27,33,32,0.811,6.36,27.31,0.532,0.094,regolith_plain,8.1,0.54,1200.0,1046.6,12.78,0.826,1
406,crew_transport,naive,5,56,28,1,87,2.167,8.63,17.09,0.562,0.057,regolith_plain,141.2,0.565,9500.0,4229.9,55.47,0.852,1
407,crew_transport,naive,20,40,36,25,31,0.741,20.02,37.66,0.628,0.613,regolith_plain,93.7,0.375,9500.0,2126.7,77.61,0.422,0
408,light_scout,naive,59,23,10,42,83,1.971,13.29,31.11,0.491,0.265,regolith_plain,28.4,0.71,3500.0,3926.2,-12.18,0.676,0
409,swarm_builder,naive,7,14,19,47,58,1.372,10.59,23.15,0.542,0.086,regolith_plain,14.7,0.98,1200.0,2388.4,-99.03,0.798,0
410,light_scout,optimized,2,52,19,6,47,1.16,9.63,20.72,0.535,0.149,regolith_plain,17.7,0.442,3500.0,1714.9,51.0,0.793,1
411,cargo_hauler,naive,29,36,44,55,48,1.147,9.27,16.98,0.641,0.146,regolith_plain,401.7,0.67,14000.0,3119.1,77.72,0.772,1
412,cargo_hauler,optimized,27,20,45,54,42,1.077,8.14,32.08,0.655,0.119,regolith_plain,468.3,0.78,14000.0,2959.9,78.86,0.802,1
413,swarm_builder,naive,14,41,4,20,54,1.275,10.4,22.23,0.533,0.111,regolith_plain,5.2,0.347,1200.0,1588.9,-32.41,0.796,0
414,swarm_builder,naive,28,2,58,56,110,2.602,10.61,26.93,0.619,0.218,regolith_plain,10.8,0.72,1200.0,4256.3,-254.69,0.732,0
415,crew_transport,naive,44,37,9,48,45,1.095,12.98,28.54,0.568,0.356,regolith_plain,97.0,0.388,9500.0,2542.6,73.24,0.61,1
416,light_scout,naive,36,11,23,22,35,0.829,20.99,36.8,0.746,0.771,rock_field,30.6,0.765,3500.0,2707.8,22.63,0.252,0
417,light_scout,optimized,45,24,53,57,35,0.887,7.67,19.78,0.595,0.029,regolith_plain,20.3,0.508,3500.0,1311.1,62.54,0.886,1
418,swarm_builder,naive,16,5,59,19,61,1.49,12.3,23.99,0.587,0.475,regolith_plain,9.5,0.633,1200.0,2437.7,-103.14,0.576,0
419,cargo_hauler,optimized,8,17,46,25,41,1.015,11.88,26.4,0.646,0.268,regolith_plain,561.9,0.936,14000.0,3273.3,76.62,0.685,1
420,crew_transport,naive,44,26,34,8,37,0.869,14.82,24.58,0.579,0.432,regolith_plain,211.4,0.846,9500.0,2385.8,74.89,0.579,1
421,swarm_builder,naive,39,47,8,34,45,1.079,12.74,23.48,0.573,0.422,regolith_plain,6.6,0.44,1200.0,1745.7,-45.48,0.579,0
422,light_scout,optimized,5,6,53,19,49,1.233,8.94,26.4,0.59,0.265,regolith_plain,6.4,0.16,3500.0,1741.6,50.24,0.707,1
423,crew_transport,optimized,27,7,21,55,181,3.915,8.74,34.83,0.737,0.442,regolith_plain,188.0,0.752,9500.0,12859.1,-35.36,0.538,0
424,swarm_builder,naive,38,45,27,58,38,0.831,16.01,41.16,0.698,0.421,regolith_plain,7.6,0.507,1200.0,1627.7,-35.64,0.553,0
425,swarm_builder,optimized,22,4,57,6,41,0.974,7.85,19.55,0.575,0.049,regolith_plain,10.6,0.707,1200.0,1410.5,-17.54,0.859,0
426,cargo_hauler,naive,8,3,58,44,82,2.051,12.48,35.48,0.6,0.28,regolith_plain,387.9,0.646,14000.0,6203.8,55.69,0.678,1
427,crew_transport,optimized,53,2,16,13,39,0.959,9.11,21.59,0.605,0.077,regolith_plain,186.9,0.748,9500.0,2077.1,78.14,0.832,1
428,cargo_hauler,naive,24,35,11,53,34,0.826,12.98,22.61,0.456,0.412,regolith_plain,382.8,0.638,14000.0,2163.0,84.55,0.606,1
429,swarm_builder,naive,35,27,20,15,39,0.984,14.52,35.42,0.734,0.41,regolith_plain,7.5,0.5,1200.0,1981.0,-65.08,0.548,0
430,swarm_builder,optimized,12,53,44,53,33,0.806,8.97,24.1,0.586,0.242,regolith_plain,8.2,0.547,1200.0,1111.6,7.37,0.738,1
431,light_scout,optimized,4,20,38,28,42,1.027,10.57,27.25,0.594,0.286,regolith_plain,16.2,0.405,3500.0,1650.6,52.84,0.683,1
432,light_scout,optimized,3,59,23,3,59,1.508,9.36,19.32,0.546,0.085,regolith_plain,30.3,0.758,3500.0,2520.8,27.98,0.823,1
433,light_scout,optimized,14,38,5,9,133,3.253,9.83,20.08,0.704,0.241,crater_floor,15.7,0.392,3500.0,5498.0,-57.09,0.706,0
434,swarm_builder,naive,29,6,9,40,60,1.453,12.15,30.72,0.608,0.333,regolith_plain,13.8,0.92,1200.0,2943.4,-145.28,0.619,0
435,light_scout,naive,5,2,27,39,71,1.69,13.07,36.65,0.676,0.62,rock_field,15.6,0.39,3500.0,3620.0,-3.43,0.428,0
436,swarm_builder,optimized,4,7,9,43,37,0.894,10.56,26.08,0.566,0.081,regolith_plain,8.4,0.56,1200.0,1290.1,-7.51,0.809,0
437,cargo_hauler,optimized,47,11,4,56,53,1.388,9.63,21.47,0.535,0.113,regolith_plain,425.1,0.708,14000.0,3450.3,75.36,0.795,1
438,swarm_builder,naive,34,16,28,45,45,1.071,18.87,37.66,0.655,0.644,regolith_plain,14.8,0.987,1200.0,3003.4,-150.28,0.373,0
439,light_scout,optimized,41,25,0,53,44,1.142,8.48,18.14,0.487,0.159,regolith_plain,33.2,0.83,3500.0,1882.1,46.23,0.791,1
440,cargo_hauler,optimized,25,55,22,31,181,4.288,17.34,35.33,0.532,0.602,regolith_plain,288.9,0.482,14000.0,12115.7,13.46,0.479,0
441,cargo_hauler,naive,47,52,34,15,62,1.477,9.54,25.48,0.657,0.323,regolith_plain,547.1,0.912,14000.0,4790.7,65.78,0.662,1
442,crew_transport,optimized,32,1,15,17,21,0.508,9.35,16.2,0.625,0.0,regolith_plain,49.3,0.197,9500.0,852.7,91.02,0.889,1
443,swarm_builder,naive,38,29,13,7,57,1.344,11.57,26.95,0.688,0.404,regolith_plain,9.6,0.64,1200.0,2567.4,-113.95,0.592,0
444,swarm_builder,optimized,21,23,29,42,21,0.491,14.47,28.79,0.631,0.524,regolith_plain,3.8,0.253,1200.0,760.1,36.66,0.509,1
445,cargo_hauler,optimized,19,35,24,14,26,0.608,10.87,27.27,0.631,0.308,regolith_plain,325.7,0.543,14000.0,1638.0,88.3,0.673,1
446,cargo_hauler,optimized,29,5,20,39,181,3.865,9.27,34.83,0.736,0.459,regolith_plain,331.9,0.553,14000.0,14000.8,-0.01,0.526,0
447,cargo_hauler,optimized,58,1,38,3,181,4.404,12.56,54.09,0.59,0.022,regolith_plain,563.5,0.939,14000.0,12874.9,8.04,0.859,1
448,cargo_hauler,naive,11,56,19,18,52,1.31,19.26,36.87,0.555,0.654,regolith_plain,182.2,0.304,14000.0,4367.0,68.81,0.372,0
449,crew_transport,naive,31,1,6,21,52,1.219,10.09,18.83,0.654,0.135,regolith_plain,239.4,0.958,9500.0,3086.0,67.52,0.782,1
450,light_scout,naive,31,59,0,10,87,2.051,14.65,41.99,0.606,0.356,regolith_plain,36.7,0.918,3500.0,4716.3,-34.75,0.611,0
451,light_scout,optimized,30,11,20,55,46,1.157,10.31,23.4,0.588,0.174,regolith_plain,17.8,0.445,3500.0,1843.8,47.32,0.75,1
452,light_scout,optimized,48,31,32,4,28,0.689,10.32,25.81,0.559,0.107,regolith_plain,36.7,0.918,3500.0,1262.1,63.94,0.79,1
453,swarm_builder,optimized,37,46,13,33,25,0.621,10.82,19.95,0.579,0.36,regolith_plain,1.5,0.1,1200.0,838.1,30.16,0.616,1
454,swarm_builder,naive,13,36,50,4,73,1.73,15.13,35.0,0.588,0.452,regolith_plain,10.5,0.7,1200.0,3601.0,-200.08,0.533,0
455,crew_transport,naive,47,20,14,24,46,1.132,12.98,35.91,0.657,0.5,regolith_plain,236.8,0.947,9500.0,3899.8,58.95,0.507,1
456,light_scout,optimized,25,47,53,40,30,0.746,8.4,22.23,0.672,0.133,regolith_plain,35.4,0.885,3500.0,1430.7,59.12,0.783,1
457,crew_transport,optimized,30,32,10,40,22,0.528,12.09,30.56,0.474,0.227,regolith_plain,230.9,0.924,9500.0,1308.8,86.22,0.701,1
458,crew_transport,naive,45,56,28,47,34,0.801,7.57,14.49,0.649,0.206,regolith_plain,171.4,0.686,9500.0,1842.5,80.61,0.755,1
459,crew_transport,optimized,5,43,35,59,54,1.284,18.79,35.07,0.556,0.389,regolith_plain,177.9,0.712,9500.0,3545.3,62.68,0.602,1
460,swarm_builder,optimized,48,10,11,33,134,3.348,8.55,25.81,0.704,0.313,regolith_plain,10.2,0.68,1200.0,5719.9,-376.66,0.644,0
461,light_scout,optimized,38,23,47,58,39,0.942,6.25,18.56,0.634,0.077,regolith_plain,28.1,0.702,3500.0,1517.5,56.64,0.848,1
462,crew_transport,naive,24,5,14,54,75,1.803,16.79,36.65,0.567,0.453,regolith_plain,220.8,0.883,9500.0,6171.5,35.04,0.524,1
463,light_scout,naive,43,54,51,29,40,0.962,10.44,26.21,0.623,0.275,regolith_plain,8.0,0.2,3500.0,1532.3,56.22,0.686,1
464,crew_transport,optimized,27,32,8,5,181,4.072,19.52,27.04,0.714,0.989,regolith_plain,78.6,0.314,9500.0,10143.1,-6.77,0.242,0
465,crew_transport,optimized,37,32,26,55,181,3.749,13.24,25.95,0.545,0.022,regolith_plain,227.0,0.908,9500.0,9010.4,5.15,0.861,1
466,crew_transport,optimized,39,53,18,5,54,1.342,9.67,27.27,0.621,0.278,regolith_plain,148.9,0.596,9500.0,3035.5,68.05,0.698,1
467,light_scout,naive,19,35,23,15,37,0.853,18.14,36.8,0.677,0.73,regolith_plain,29.8,0.745,3500.0,2230.6,36.27,0.349,0
468,cargo_hauler,optimized,51,45,23,38,29,0.734,9.98,17.3,0.692,0.276,regolith_plain,196.4,0.327,14000.0,1861.7,86.7,0.679,1
469,cargo_hauler,optimized,58,15,9,56,57,1.451,11.02,25.59,0.443,0.158,regolith_plain,209.8,0.35,14000.0,3245.4,76.82,0.754,1
470,light_scout,naive,20,46,49,23,55,1.345,9.97,22.63,0.494,0.055,regolith_plain,4.3,0.108,3500.0,1693.3,51.62,0.816,1
471,cargo_hauler,naive,58,3,6,18,82,2.034,12.77,53.93,0.622,0.244,regolith_plain,383.0,0.638,14000.0,5818.8,58.44,0.7,1
472,crew_transport,optimized,28,2,58,26,34,0.867,9.82,24.43,0.536,0.147,regolith_plain,64.4,0.258,9500.0,1614.4,83.01,0.772,1
473,crew_transport,optimized,6,48,39,56,181,3.998,20.59,27.02,0.665,0.376,regolith_plain,174.8,0.699,9500.0,11115.5,-17.01,0.601,0
474,crew_transport,naive,17,34,37,33,25,0.555,20.14,34.44,0.606,0.6,regolith_plain,141.9,0.568,9500.0,1798.5,81.07,0.424,0
475,swarm_builder,optimized,34,44,23,16,37,0.877,10.25,27.14,0.663,0.297,regolith_plain,13.4,0.893,1200.0,1752.8,-46.07,0.658,0
476,swarm_builder,naive,3,26,57,18,70,1.687,13.42,43.79,0.585,0.443,regolith_plain,9.9,0.66,1200.0,3306.5,-175.54,0.541,0
477,light_scout,naive,43,47,16,27,37,0.927,16.83,37.11,0.671,0.649,regolith_plain,4.9,0.123,3500.0,1983.6,43.33,0.385,0
478,crew_transport,optimized,10,2,27,51,78,1.83,10.39,19.95,0.652,0.103,regolith_plain,108.1,0.432,9500.0,3817.6,59.81,0.799,1
479,crew_transport,optimized,19,23,55,6,44,1.075,9.32,27.49,0.632,0.205,regolith_plain,243.8,0.975,9500.0,2826.0,70.25,0.722,1
480,swarm_builder,optimized,12,41,4,24,181,4.039,16.52,26.08,0.658,0.42,regolith_plain,10.4,0.693,1200.0,6896.5,-474.71,0.612,0
481,cargo_hauler,naive,40,42,46,16,37,0.902,8.24,15.5,0.571,0.216,regolith_plain,579.9,0.966,14000.0,2810.4,79.93,0.718,1
482,light_scout,optimized,19,25,14,57,42,1.019,15.53,37.87,0.494,0.476,regolith_plain,21.5,0.538,3500.0,1741.3,50.25,0.564,1
483,crew_transport,optimized,51,53,6,15,54,1.358,11.76,27.27,0.638,0.278,regolith_plain,37.0,0.148,9500.0,2598.8,72.64,0.686,1
484,cargo_hauler,naive,20,6,28,51,57,1.377,15.49,35.71,0.672,0.491,regolith_plain,501.3,0.836,14000.0,5434.5,61.18,0.499,0
485,light_scout,optimized,48,25,4,32,68,1.671,7.8,19.95,0.569,0.044,regolith_plain,6.7,0.168,3500.0,2111.9,39.66,0.84,1
486,crew_transport,optimized,0,2,54,25,58,1.488,8.4,21.06,0.635,0.207,regolith_plain,82.1,0.328,9500.0,2970.2,68.73,0.748,1
487,cargo_hauler,optimized,57,38,59,3,181,3.965,8.82,20.08,0.664,0.044,regolith_plain,583.2,0.972,14000.0,12563.6,10.26,0.818,1
488,crew_transport,optimized,31,5,41,55,54,1.35,8.02,23.24,0.66,0.074,regolith_plain,88.3,0.353,9500.0,2721.5,71.35,0.824,1
489,crew_transport,naive,25,18,53,43,49,1.167,10.81,35.42,0.673,0.204,regolith_plain,221.9,0.888,9500.0,3582.7,62.29,0.696,1
490,light_scout,naive,28,24,55,3,45,1.129,14.93,31.79,0.645,0.511,regolith_plain,37.6,0.94,3500.0,2894.2,17.31,0.488,0
491,cargo_hauler,optimized,27,20,14,54,181,3.815,9.89,34.83,0.74,0.503,rock_field,289.7,0.483,14000.0,13720.2,2.0,0.49,0
492,light_scout,optimized,23,57,47,51,181,4.727,18.47,27.02,0.707,0.116,regolith_plain,12.9,0.322,3500.0,8222.0,-134.91,0.75,0
493,swarm_builder,optimized,21,0,48,50,52,1.285,9.2,26.92,0.644,0.077,regolith_plain,7.0,0.467,1200.0,1770.1,-47.51,0.829,0
494,crew_transport,optimized,47,52,42,1,52,1.31,8.63,17.73,0.58,0.077,regolith_plain,118.2,0.473,9500.0,2528.8,73.38,0.822,1
495,light_scout,naive,13,6,30,37,69,1.658,14.77,35.71,0.608,0.362,regolith_plain,8.8,0.22,3500.0,3004.1,14.17,0.593,1
496,swarm_builder,naive,41,59,4,23,75,1.853,16.36,41.44,0.587,0.467,regolith_plain,4.8,0.32,1200.0,3126.0,-160.5,0.535,0
497,swarm_builder,optimized,41,17,57,3,35,0.813,9.66,30.91,0.654,0.2,regolith_plain,6.7,0.447,1200.0,1195.8,0.35,0.722,0
498,light_scout,naive,58,48,32,27,47,1.144,11.08,39.17,0.584,0.106,regolith_plain,13.8,0.345,3500.0,1805.5,48.41,0.795,1
499,crew_transport,naive,46,56,2,8,94,2.299,13.14,34.34,0.687,0.511,regolith_plain,223.2,0.893,9500.0,7363.2,22.49,0.504,1
500,swarm_builder,optimized,37,40,15,29,23,0.581,9.53,25.07,0.545,0.217,regolith_plain,2.9,0.193,1200.0,730.0,39.17,0.721,1
501,light_scout,optimized,26,13,0,24,46,1.149,9.03,25.1,0.713,0.217,regolith_plain,6.6,0.165,3500.0,1854.3,47.02,0.722,1
502,crew_transport,optimized,28,28,4,4,181,4.039,19.43,26.84,0.71,0.994,regolith_plain,182.5,0.73,9500.0,12183.7,-28.25,0.237,0
503,swarm_builder,optimized,46,4,13,5,35,0.846,7.46,16.74,0.581,0.029,regolith_plain,2.5,0.167,1200.0,905.7,24.52,0.881,1
504,cargo_hauler,optimized,0,40,12,53,19,0.451,10.18,24.53,0.468,0.158,regolith_plain,128.1,0.214,14000.0,824.8,94.11,0.811,1
505,swarm_builder,optimized,38,13,50,41,29,0.726,8.14,27.32,0.547,0.103,regolith_plain,4.5,0.3,1200.0,868.7,27.61,0.82,1
506,cargo_hauler,optimized,29,19,55,48,34,0.859,8.63,23.16,0.618,0.029,regolith_plain,423.1,0.705,14000.0,2131.6,84.77,0.859,1
507,cargo_hauler,optimized,3,27,52,3,55,1.37,8.52,19.91,0.593,0.036,regolith_plain,147.5,0.246,14000.0,2737.6,80.45,0.869,1
508,swarm_builder,naive,55,43,29,58,41,0.974,13.81,40.07,0.676,0.293,regolith_plain,5.2,0.347,1200.0,1662.3,-38.52,0.657,0
509,crew_transport,optimized,8,16,58,31,59,1.45,9.05,25.49,0.625,0.186,regolith_plain,88.0,0.352,9500.0,3059.1,67.8,0.732,1
510,cargo_hauler,optimized,41,32,49,17,16,0.366,8.88,22.63,0.441,0.125,regolith_plain,92.3,0.154,14000.0,679.0,95.15,0.786,1
511,light_scout,optimized,31,21,1,57,181,4.288,13.23,20.72,0.69,0.249,regolith_plain,4.9,0.123,3500.0,6307.8,-80.22,0.685,0
512,cargo_hauler,naive,24,50,3,31,49,1.209,10.91,25.7,0.54,0.143,regolith_plain,110.6,0.184,14000.0,2625.6,81.25,0.769,1
513,cargo_hauler,optimized,38,47,52,1,48,1.18,8.37,26.86,0.583,0.104,regolith_plain,124.6,0.208,14000.0,2533.3,81.9,0.802,1
514,crew_transport,naive,56,56,48,32,38,0.914,10.89,22.63,0.662,0.184,regolith_plain,233.7,0.935,9500.0,2500.7,73.68,0.751,1
515,light_scout,naive,38,2,39,25,44,1.051,16.42,57.74,0.573,0.477,regolith_plain,21.9,0.548,3500.0,2125.6,39.27,0.527,1
516,light_scout,optimized,35,46,31,23,181,4.18,12.21,20.41,0.693,0.199,regolith_plain,15.4,0.385,3500.0,6951.3,-98.61,0.713,0
517,swarm_builder,optimized,51,58,8,20,181,4.279,19.51,27.31,0.665,0.912,regolith_plain,13.9,0.927,1200.0,9944.4,-728.7,0.279,0
518,crew_transport,optimized,34,39,44,5,35,0.879,8.52,19.55,0.535,0.2,regolith_plain,162.5,0.65,9500.0,1809.2,80.96,0.739,1
519,swarm_builder,naive,42,57,15,55,46,1.115,16.84,38.98,0.657,0.609,rock_field,3.9,0.26,1200.0,2185.4,-82.12,0.424,0
520,light_scout,optimized,11,40,33,55,181,4.578,8.34,24.6,0.693,0.193,regolith_plain,10.0,0.25,3500.0,6558.1,-87.37,0.766,0
521,light_scout,naive,23,26,18,47,40,0.971,13.66,35.68,0.542,0.5,regolith_plain,30.9,0.772,3500.0,2033.1,41.91,0.527,1
522,crew_transport,naive,10,39,47,44,50,1.22,10.45,19.95,0.576,0.38,regolith_plain,235.6,0.942,9500.0,3406.1,64.15,0.615,1
523,light_scout,naive,22,24,56,4,60,1.437,14.1,33.61,0.643,0.467,regolith_plain,13.6,0.34,3500.0,2867.3,18.08,0.525,1
524,light_scout,naive,44,17,0,24,76,1.898,14.33,35.48,0.677,0.487,regolith_plain,39.0,0.975,3500.0,5272.3,-50.64,0.5,0
525,cargo_hauler,naive,3,11,33,0,53,1.264,9.48,20.39,0.668,0.17,regolith_plain,92.6,0.154,14000.0,2691.8,80.77,0.769,1
526,cargo_hauler,naive,36,9,57,59,82,1.968,10.78,27.33,0.636,0.256,regolith_plain,177.3,0.296,14000.0,5006.7,64.24,0.697,1
527,cargo_hauler,optimized,46,52,53,0,75,1.77,9.37,27.78,0.623,0.173,regolith_plain,435.1,0.725,14000.0,4799.1,65.72,0.771,1
528,cargo_hauler,naive,38,13,58,55,75,1.778,11.55,34.44,0.615,0.28,regolith_plain,543.3,0.906,14000.0,5606.6,59.95,0.689,1
529,swarm_builder,optimized,2,22,33,3,33,0.822,8.82,22.32,0.646,0.091,regolith_plain,7.2,0.48,1200.0,1111.3,7.39,0.821,1
530,crew_transport,naive,38,36,56,2,85,1.995,10.68,28.23,0.532,0.341,regolith_plain,48.7,0.195,9500.0,3880.3,59.15,0.626,1
531,light_scout,optimized,46,53,49,19,35,0.837,8.35,17.77,0.584,0.057,regolith_plain,5.3,0.132,3500.0,1048.2,70.05,0.855,1
532,light_scout,naive,18,47,17,29,27,0.628,10.51,25.15,0.457,0.148,regolith_plain,17.7,0.442,3500.0,955.1,72.71,0.76,1
533,crew_transport,naive,0,4,30,3,42,1.035,8.33,24.45,0.671,0.143,regolith_plain,95.6,0.382,9500.0,2134.9,77.53,0.797,1
534,crew_transport,optimized,10,33,30,50,39,0.934,9.19,19.33,0.627,0.051,regolith_plain,47.3,0.189,9500.0,1598.6,83.17,0.843,1
535,light_scout,naive,9,38,18,16,34,0.793,13.68,27.58,0.587,0.294,regolith_plain,17.3,0.432,3500.0,1547.8,55.78,0.621,1
536,cargo_hauler,naive,55,6,11,49,89,2.149,14.91,38.8,0.524,0.438,regolith_plain,360.7,0.601,14000.0,6616.9,52.74,0.565,1
537,swarm_builder,optimized,25,53,37,21,34,0.884,9.4,23.33,0.632,0.147,regolith_plain,2.0,0.133,1200.0,1096.2,8.65,0.775,1
538,crew_transport,naive,43,31,23,53,42,1.011,9.56,35.06,0.711,0.452,regolith_plain,227.1,0.908,9500.0,3232.4,65.97,0.557,1
539,cargo_hauler,naive,10,42,51,8,85,2.086,14.64,35.48,0.567,0.435,regolith_plain,71.5,0.119,14000.0,5522.6,60.55,0.56,1
540,crew_transport,naive,11,49,46,1,94,2.241,15.9,35.56,0.551,0.479,regolith_plain,53.9,0.216,9500.0,5018.9,47.17,0.525,1
541,cargo_hauler,optimized,12,27,50,24,45,1.104,9.36,27.25,0.499,0.111,regolith_plain,229.8,0.383,14000.0,2506.7,82.1,0.792,1
542,light_scout,naive,31,35,1,25,47,1.152,14.83,37.87,0.633,0.489,regolith_plain,24.8,0.62,3500.0,2686.1,23.25,0.51,1
543,crew_transport,naive,16,32,38,44,41,0.982,11.59,24.43,0.605,0.537,regolith_plain,198.8,0.795,9500.0,2776.6,70.77,0.512,1
544,cargo_hauler,optimized,39,4,48,43,44,1.1,10.46,58.48,0.563,0.205,regolith_plain,88.6,0.148,14000.0,2291.4,83.63,0.73,1
545,swarm_builder,optimized,45,55,45,8,48,1.189,7.39,17.77,0.588,0.083,regolith_plain,8.8,0.587,1200.0,1673.6,-39.47,0.833,0
546,light_scout,optimized,18,30,18,8,24,0.584,9.2,25.15,0.623,0.125,regolith_plain,14.3,0.358,3500.0,855.6,75.55,0.797,1
547,crew_transport,naive,29,49,54,46,53,1.239,8.72,24.6,0.754,0.623,rock_field,190.7,0.763,9500.0,3744.2,60.59,0.459,0
548,crew_transport,optimized,0,31,36,59,181,4.13,8.64,18.39,0.712,0.061,regolith_plain,146.9,0.588,9500.0,8603.2,9.44,0.845,1
549,cargo_hauler,optimized,57,35,2,39,56,1.365,8.38,18.6,0.506,0.107,regolith_plain,210.5,0.351,14000.0,2797.9,80.02,0.814,1
550,light_scout,optimized,53,53,51,15,39,0.992,9.04,27.76,0.523,0.154,regolith_plain,33.6,0.84,3500.0,1718.6,50.9,0.792,1
551,swarm_builder,naive,8,55,44,43,63,1.472,11.57,25.99,0.603,0.381,regolith_plain,5.0,0.333,1200.0,2299.2,-91.6,0.605,0
552,swarm_builder,naive,56,28,11,44,70,1.728,10.54,23.4,0.514,0.214,regolith_plain,7.7,0.513,1200.0,2519.1,-109.92,0.73,0
553,light_scout,optimized,10,57,46,43,42,1.06,8.9,29.61,0.638,0.333,regolith_plain,14.1,0.352,3500.0,1759.3,49.73,0.67,1
554,crew_transport,optimized,40,21,56,0,24,0.593,12.98,25.69,0.612,0.458,regolith_plain,37.2,0.149,9500.0,1249.4,86.85,0.556,1
555,crew_transport,naive,43,32,57,42,30,0.704,10.12,18.1,0.581,0.033,regolith_plain,140.5,0.562,9500.0,1387.1,85.4,0.851,1
556,cargo_hauler,optimized,0,53,32,18,67,1.627,12.04,25.07,0.56,0.313,regolith_plain,124.6,0.208,14000.0,3575.4,74.46,0.681,1
557,swarm_builder,optimized,50,40,6,49,48,1.139,8.83,24.97,0.621,0.271,regolith_plain,9.5,0.633,1200.0,1849.2,-54.1,0.702,0
