sol,t_min_c,t_max_c,t_mean_c,dust_max,pressure_mean_pa,thermal_load_mean_kw,dust_storm_flag
341,-84.63,-28.0,-55.080000000000005,0.185,607.9458333333333,26.978333333333335,0
342,-82.69,-25.96,-54.71875,0.181,607.8249999999999,26.851249999999997,0
343,-86.63,-24.09,-55.24041666666667,0.2,606.9666666666667,27.03333333333333,0
344,-82.84,-26.36,-54.377916666666664,0.184,606.5,26.732083333333332,0
345,-83.69,-27.96,-54.821666666666665,0.207,606.3333333333334,26.887083333333333,0
346,-82.7,-24.93,-54.61958333333334,0.187,605.0958333333333,26.817083333333333,0
347,-84.19,-24.41,-54.73916666666667,0.194,605.6,26.859583333333333,0
348,-84.6,-24.84,-54.6225,0.205,604.6999999999999,26.81833333333333,0
349,-84.56,-24.75,-54.68375,0.187,604.1333333333333,26.839166666666667,0
350,-82.48,-27.78,-55.07541666666666,0.205,603.6875,26.97583333333333,0
351,-84.33,-25.94,-55.18666666666667,0.186,604.9708333333333,27.015416666666667,0
352,-82.92,-25.86,-55.187916666666666,0.199,603.6374999999999,27.015,0
353,-83.78,-25.62,-54.885416666666664,0.195,603.6041666666666,26.910416666666666,0
354,-84.06,-25.48,-54.73041666666666,0.192,602.6875,26.855,0
355,-84.34,-27.53,-55.26541666666666,0.186,601.3083333333333,27.0425,0
356,-81.86,-28.18,-55.23833333333334,0.182,602.0708333333333,27.034166666666664,0
357,-84.48,-26.85,-55.24875,0.213,602.0041666666667,27.03708333333333,0
358,-83.92,-24.93,-54.956250000000004,0.197,601.4708333333333,26.935000000000002,0
359,-84.67,-26.68,-55.17416666666667,0.203,600.6750000000001,27.010833333333334,0
360,-83.6,-26.33,-54.856249999999996,0.186,600.5791666666667,26.90125,0
361,-83.37,-25.53,-54.17916666666667,0.199,599.625,26.662499999999998,0
362,-82.95,-25.33,-54.98375000000001,0.207,599.5,26.94458333333333,0
363,-86.16,-25.72,-55.45166666666666,0.204,598.3333333333334,27.1075,0
364,-85.27,-27.74,-55.04666666666666,0.202,599.5208333333334,26.96666666666667,0
365,-82.03,-24.36,-54.70458333333334,0.199,599.6625,26.846249999999998,0
366,-83.36,-26.99,-54.80916666666667,0.196,598.1458333333334,26.883333333333336,0
367,-82.36,-26.91,-54.82208333333333,0.209,597.3333333333334,26.887083333333333,0
368,-82.89,-28.43,-55.01958333333334,0.207,598.1374999999999,26.9575,0
369,-82.48,-26.96,-55.190416666666664,0.203,596.75,27.016666666666666,0
370,-83.32,-26.72,-55.317499999999995,0.2,597.3958333333334,27.06041666666667,0
371,-82.39,-25.88,-55.385,0.207,595.95,27.08458333333333,0
372,-85.48,-26.4,-55.34,0.212,596.8875,27.068749999999998,0
373,-84.27,-25.71,-55.59708333333333,0.219,596.5375,27.15833333333333,0
374,-83.8,-27.53,-55.114583333333336,0.202,594.7125,26.989583333333332,0
375,-84.64,-25.99,-54.626666666666665,0.21,594.3708333333333,26.81958333333333,0
376,-84.64,-28.33,-55.37833333333333,0.207,594.8916666666667,27.082916666666666,0
377,-83.62,-23.2,-54.33041666666667,0.212,593.8583333333333,26.717083333333335,0
378,-80.92,-27.52,-54.63041666666667,0.211,592.9458333333333,26.82166666666667,0
379,-81.87,-27.32,-55.122083333333336,0.199,592.7708333333334,26.99208333333333,0
380,-82.81,-26.3,-55.255,0.213,593.2375000000001,27.039166666666663,0
381,-84.92,-25.88,-54.89875,0.221,591.9499999999999,26.914583333333336,0
382,-84.68,-25.22,-55.2275,0.209,593.0208333333334,27.030416666666667,0
383,-84.09,-27.99,-54.94375,0.222,592.7916666666666,26.93041666666667,0
384,-85.22,-27.55,-55.375,0.227,591.1958333333333,27.0825,0
385,-84.58,-25.86,-55.26708333333334,0.227,591.3249999999999,27.043333333333333,0
386,-83.93,-27.72,-54.79791666666667,0.216,591.6291666666667,26.87875,0
387,-85.12,-26.27,-54.95208333333333,0.221,590.7666666666667,26.934583333333336,0
388,-85.62,-24.72,-55.63166666666667,0.21,590.4041666666667,27.17125,0
389,-82.13,-26.47,-54.57333333333333,0.215,589.9833333333333,26.800416666666667,0
390,-82.31,-25.84,-55.00958333333333,0.199,590.9416666666667,26.953333333333333,0
391,-83.2,-28.02,-55.43208333333333,0.211,590.5541666666667,27.10166666666667,0
392,-83.19,-27.2,-55.307500000000005,0.193,589.9083333333333,27.0575,0
393,-82.51,-26.43,-54.906666666666666,0.199,589.3583333333333,26.916666666666668,0
394,-85.3,-25.76,-54.812083333333334,0.211,588.4791666666666,26.885,0
395,-84.49,-24.66,-55.17583333333334,0.22,589.4208333333333,27.011666666666667,0
396,-86.57,-26.18,-55.409166666666664,0.224,587.7041666666667,27.0925,0
397,-84.21,-26.4,-55.26333333333333,0.205,587.9166666666666,27.042083333333334,0
398,-85.48,-24.48,-55.06375,0.231,588.1416666666667,26.9725,0
399,-86.96,-26.37,-55.520833333333336,0.22,586.5291666666667,27.132499999999997,0
400,-84.91,-23.66,-54.82833333333334,0.217,586.75,26.890416666666667,0
401,-82.95,-26.32,-55.12583333333333,0.208,586.4291666666667,26.993333333333336,0
402,-83.45,-23.73,-54.94583333333333,0.217,585.9291666666667,26.932083333333335,0
403,-85.0,-27.89,-55.279583333333335,0.213,586.0041666666667,27.047916666666666,0
404,-81.7,-27.62,-55.06166666666667,0.224,586.775,26.971666666666668,0
405,-84.03,-25.35,-54.52458333333333,0.212,585.8541666666666,26.7825,0
406,-84.69,-26.14,-55.41791666666666,0.248,585.0124999999999,27.09583333333333,0
407,-83.95,-27.11,-55.07666666666666,0.216,585.0375,26.977500000000003,0
408,-83.98,-26.35,-55.06,0.207,585.4708333333333,26.97125,0
409,-84.37,-28.22,-54.99375,0.214,583.1458333333334,26.9475,0
410,-84.06,-27.9,-54.57458333333333,0.221,583.0,26.80125,0
411,-84.55,-28.58,-54.93208333333333,0.219,584.6125000000001,26.925416666666667,0
412,-86.25,-27.14,-55.147083333333335,0.211,583.9833333333333,27.00125,0
413,-85.47,-27.19,-55.06458333333333,0.236,582.9583333333334,26.97375,0
414,-82.81,-27.0,-54.83041666666667,0.226,582.9208333333333,26.89,0
415,-83.88,-25.46,-54.86333333333334,0.209,581.7958333333333,26.901666666666667,0
416,-82.57,-24.12,-54.76958333333334,0.218,582.2125,26.868750000000002,0
417,-84.75,-27.82,-55.062083333333334,0.232,582.4583333333334,26.9725,0
418,-83.46,-25.24,-54.8375,0.227,582.4791666666666,26.892916666666665,0
419,-82.92,-26.62,-55.580000000000005,0.231,582.0541666666667,27.153333333333332,0
420,-81.57,-24.85,-54.54916666666667,0.22,580.5583333333333,26.792916666666667,0
421,-83.46,-27.59,-55.10333333333333,0.229,580.8791666666667,26.987083333333334,0
422,-84.52,-23.69,-55.213750000000005,0.227,580.5958333333333,27.024583333333336,0
423,-82.72,-27.09,-54.89541666666667,0.231,581.2125,26.912499999999998,0
424,-84.4,-24.86,-55.10999999999999,0.239,580.1166666666667,26.988333333333333,0
425,-82.21,-28.37,-54.91416666666667,0.21,579.2708333333334,26.92,0
426,-83.45,-26.04,-55.0325,0.219,579.6,26.962083333333336,0
427,-85.71,-24.79,-54.447916666666664,0.22,579.6166666666667,26.756666666666664,0
428,-85.02,-27.5,-55.384166666666665,0.213,577.9791666666666,27.084999999999997,0
429,-85.68,-26.07,-54.708333333333336,0.224,578.7791666666667,26.848333333333333,0
430,-85.09,-24.76,-55.21875,0.228,579.375,27.026666666666667,0
431,-83.56,-25.71,-54.715833333333336,0.222,578.5749999999999,26.849999999999998,0
432,-84.51,-27.73,-55.1025,0.231,576.7416666666667,26.987916666666667,0
433,-84.57,-27.83,-55.607499999999995,0.219,577.7416666666667,27.162916666666664,0
434,-83.08,-25.42,-54.63125,0.215,577.125,26.821250000000003,0
435,-83.68,-25.67,-55.22625,0.246,577.9916666666667,27.03,0
436,-82.66,-27.76,-55.32791666666666,0.216,576.4208333333333,27.06458333333333,0
437,-83.31,-25.26,-55.062083333333334,0.224,576.775,26.97083333333333,0
438,-84.07,-26.67,-55.15958333333333,0.23,576.5291666666667,27.00583333333333,0
439,-86.04,-27.02,-55.475,0.249,575.9499999999999,27.11583333333333,0
440,-86.84,-24.43,-54.59,0.239,577.1208333333333,26.80666666666667,0
441,-84.19,-25.42,-54.82833333333334,0.224,577.2708333333334,26.890416666666667,0
442,-81.43,-22.63,-54.68208333333333,0.234,576.225,26.838333333333335,0
443,-85.58,-25.76,-55.06625,0.218,575.9833333333333,26.972916666666666,0
444,-83.95,-26.11,-54.82875000000001,0.23,575.8541666666666,26.889166666666668,0
445,-84.5,-25.51,-55.24375,0.234,576.2166666666667,27.036666666666665,0
446,-81.76,-24.33,-54.30625,0.231,575.775,26.70625,0
447,-83.66,-25.68,-55.24208333333333,0.209,576.0916666666667,27.034583333333334,0
448,-83.12,-24.99,-54.43083333333333,0.227,575.3458333333333,26.750416666666666,0
449,-84.39,-25.95,-54.61000000000001,0.236,574.1875,26.8125,0
450,-84.59,-26.05,-54.989583333333336,0.229,574.1416666666667,26.946250000000003,0
451,-84.57,-27.28,-55.24916666666667,0.232,575.3333333333334,27.037916666666664,0
452,-83.97,-25.85,-55.055416666666666,0.245,574.0208333333334,26.969166666666666,0
453,-84.67,-26.46,-55.630833333333335,0.227,573.5583333333333,27.17125,0
454,-84.41,-25.59,-54.73458333333334,0.235,573.7875,26.858333333333334,0
455,-84.62,-23.71,-55.27708333333334,0.24,573.5416666666666,27.047916666666666,0
456,-84.21,-26.94,-55.25375,0.249,573.625,27.03833333333333,0
457,-85.24,-25.27,-54.870416666666664,0.225,572.4708333333333,26.905,0
458,-84.08,-26.93,-54.757083333333334,0.235,573.2416666666667,26.865416666666665,0
459,-83.35,-28.52,-55.092083333333335,0.221,574.2541666666667,26.982083333333335,0
460,-84.88,-26.29,-54.29291666666666,0.231,573.5791666666667,26.703333333333333,0
461,-83.78,-26.37,-54.69625,0.232,572.4875000000001,26.844583333333333,0
462,-82.97,-26.57,-54.59625,0.236,573.2624999999999,26.807916666666667,0
463,-83.26,-25.23,-54.93416666666667,0.237,571.5958333333333,26.925833333333333,0
464,-84.31,-23.8,-54.8375,0.239,572.9375,26.8925,0
465,-82.94,-27.53,-54.81166666666667,0.251,572.4541666666667,26.88291666666667,0
466,-83.39,-25.92,-54.5975,0.241,573.4958333333333,26.809583333333332,0
467,-85.45,-26.66,-54.843333333333334,0.236,571.8708333333333,26.895416666666666,0
468,-84.91,-27.98,-55.25208333333333,0.247,571.1750000000001,27.037916666666664,0
469,-83.78,-29.87,-54.81166666666667,0.232,570.8666666666667,26.88416666666667,0
470,-83.69,-27.25,-55.16625,0.238,571.3625000000001,27.008750000000003,0
471,-84.55,-24.11,-54.82416666666666,0.245,571.0541666666667,26.88875,0
472,-84.66,-25.05,-54.6475,0.233,571.9666666666667,26.82625,0
473,-85.3,-27.22,-55.75875,0.242,570.65,27.217083333333335,0
474,-83.46,-25.74,-55.043749999999996,0.229,570.6,26.965,0
475,-83.1,-25.0,-54.979166666666664,0.237,571.6458333333334,26.942916666666665,0
476,-84.95,-25.06,-55.149166666666666,0.252,572.4083333333334,27.003333333333334,0
477,-81.67,-27.26,-54.98374999999999,0.239,571.9166666666666,26.943749999999998,0
478,-82.35,-23.76,-54.80916666666667,0.245,570.6208333333333,26.883333333333336,0
479,-84.28,-25.26,-54.8525,0.229,571.3916666666667,26.899583333333336,0
480,-85.6,-25.11,-55.37291666666667,0.242,569.8041666666667,27.082083333333333,0
481,-82.93,-26.9,-55.145,0.237,569.7791666666667,27.00125,0
482,-84.44,-26.63,-54.64125000000001,0.25,570.1916666666667,26.824583333333333,0
483,-83.94,-25.01,-55.193333333333335,0.231,570.6999999999999,27.017916666666665,0
484,-83.4,-28.23,-55.21958333333333,0.247,570.7458333333333,27.027083333333334,0
485,-82.27,-26.41,-55.315,0.246,570.2916666666666,27.06,0
486,-83.48,-25.04,-55.07458333333333,0.244,570.325,26.977083333333336,0
487,-83.96,-27.07,-55.28875,0.229,570.1666666666666,27.05125,0
488,-84.04,-27.33,-55.151250000000005,0.237,569.6958333333333,27.002499999999998,0
489,-82.81,-26.99,-55.034166666666664,0.244,569.8333333333334,26.962500000000002,0
490,-84.32,-27.33,-54.73791666666667,0.226,569.4666666666667,26.857916666666668,0
491,-85.13,-25.59,-54.83708333333333,0.233,570.0791666666667,26.892083333333332,0
492,-82.19,-26.27,-55.010416666666664,0.244,569.8791666666667,26.952916666666667,0
493,-84.59,-24.0,-55.340833333333336,0.25,570.4083333333333,27.06958333333333,0
494,-84.19,-27.12,-54.982499999999995,0.241,569.9041666666666,26.943749999999998,0
495,-86.87,-27.78,-55.16916666666666,0.25,569.7666666666667,27.00916666666667,0
496,-83.29,-27.61,-55.0675,0.238,569.5416666666666,26.972916666666666,0
497,-84.08,-26.5,-54.669999999999995,0.241,570.5333333333333,26.83375,0
498,-83.75,-26.95,-54.94833333333333,0.231,571.1625,26.931250000000002,0
499,-82.02,-26.23,-54.807500000000005,0.257,569.7333333333333,26.88291666666667,0
500,-85.17,-25.83,-54.79958333333334,0.246,569.0500000000001,26.879166666666666,0
501,-82.3,-27.35,-55.07375,0.238,570.0833333333334,26.974999999999998,0
502,-84.5,-27.74,-55.344166666666666,0.237,569.3666666666667,27.07041666666667,0
503,-82.32,-23.38,-54.33708333333333,0.25,569.2583333333333,26.7175,0
504,-85.6,-26.03,-54.9075,0.234,570.4666666666667,26.9175,0
505,-86.69,-26.81,-55.348749999999995,0.234,569.6125000000001,27.071250000000003,0
506,-83.9,-24.72,-55.012499999999996,0.226,571.0958333333333,26.954583333333332,0
507,-82.67,-26.44,-54.419999999999995,0.235,570.0166666666667,26.747083333333332,0
508,-81.77,-24.21,-55.004583333333336,0.238,570.4166666666666,26.952916666666667,0
509,-83.77,-24.3,-55.12625,0.269,570.2041666666667,26.993750000000002,0
510,-81.68,-24.82,-54.28333333333333,0.232,568.975,26.699166666666667,0
511,-85.04,-24.07,-54.44375,0.239,570.8583333333333,26.75583333333333,0
512,-82.51,-25.76,-54.397083333333335,0.242,569.3375,26.739583333333332,0
513,-83.38,-25.9,-55.33375,0.237,571.0583333333333,27.066666666666666,0
514,-83.42,-26.83,-55.29333333333333,0.27,569.0333333333333,27.0525,0
515,-83.59,-25.96,-54.06,0.226,570.5333333333333,26.620416666666667,0
516,-82.53,-24.07,-54.82375,0.235,569.8541666666666,26.887916666666666,0
517,-81.03,-27.21,-54.9725,0.232,569.9916666666667,26.94,0
518,-83.78,-26.44,-55.501666666666665,0.227,570.3583333333333,27.126666666666665,0
519,-84.4,-26.4,-55.54,0.233,570.4,27.139166666666668,0
520,-83.11,-25.93,-54.775,0.237,571.9583333333334,26.872083333333332,0
521,-82.61,-27.62,-54.887499999999996,0.251,571.0541666666667,26.912499999999998,0
522,-84.07,-27.46,-55.2725,0.23,569.8583333333333,27.045833333333334,0
523,-83.5,-25.38,-55.177083333333336,0.243,569.6875,27.013333333333332,0
524,-81.92,-24.61,-55.16291666666667,0.224,571.6541666666667,27.00583333333333,0
525,-85.62,-27.07,-55.15833333333333,0.225,570.9499999999999,27.005,0
526,-83.05,-25.95,-55.214166666666664,0.232,570.4666666666667,27.024583333333336,0
527,-82.2,-27.22,-54.56833333333333,0.247,570.4958333333333,26.79875,0
528,-83.52,-26.27,-55.54749999999999,0.239,571.0500000000001,27.14125,0
529,-83.06,-23.54,-54.629999999999995,0.244,569.5833333333334,26.82041666666667,0
530,-84.46,-28.41,-55.65541666666667,0.251,571.3249999999999,27.179166666666664,0
531,-83.71,-26.22,-55.08625,0.248,571.9458333333333,26.980416666666667,0
532,-83.14,-25.77,-55.05416666666667,0.25,572.0,26.969583333333333,0
533,-83.47,-27.8,-54.772083333333335,0.23,571.5083333333333,26.87,0
534,-84.58,-26.59,-54.660833333333336,0.231,572.0291666666667,26.83125,0
535,-82.02,-29.28,-54.88625,0.244,572.1,26.910833333333333,0
536,-80.98,-29.11,-55.60583333333333,0.225,571.5416666666666,27.162499999999998,0
537,-85.59,-26.72,-54.66416666666667,0.255,571.8583333333333,26.832916666666666,0
538,-83.86,-26.43,-54.725833333333334,0.237,572.4166666666666,26.854166666666668,0
539,-84.74,-28.37,-55.495,0.248,573.3291666666667,27.12375,0
540,-84.63,-26.46,-55.00625,0.251,572.6541666666667,26.952083333333334,0
541,-80.06,-26.2,-54.72083333333333,0.244,573.3166666666667,26.852083333333336,0
542,-84.08,-25.71,-54.8775,0.236,572.5208333333334,26.9075,0
543,-84.37,-27.0,-54.747083333333336,0.221,572.9125,26.86125,0
544,-84.26,-28.11,-55.03458333333333,0.246,573.7875,26.962083333333336,0
545,-82.38,-25.22,-54.56125,0.228,573.3166666666667,26.79625,0
546,-82.56,-26.77,-55.45083333333333,0.249,573.9250000000001,27.1075,0
547,-84.42,-25.99,-54.9775,0.228,573.4708333333333,26.942083333333333,0
548,-83.45,-26.48,-54.617916666666666,0.258,574.25,26.81625,0
549,-82.6,-27.71,-55.20249999999999,0.231,574.6416666666667,27.020833333333332,0
550,-84.18,-26.22,-54.68666666666667,0.24,575.0124999999999,26.840416666666666,0
551,-84.29,-25.9,-54.62833333333333,0.227,573.1,26.81958333333333,0
552,-83.11,-26.13,-54.94583333333333,0.228,574.5166666666667,26.930833333333336,0
553,-83.61,-27.37,-54.67291666666667,0.226,575.1166666666667,26.834999999999997,0
554,-81.31,-27.35,-54.345,0.24,573.4625,26.720416666666665,0
555,-84.58,-25.02,-54.689166666666665,0.227,575.7583333333333,26.84,0
556,-84.28,-27.34,-55.349583333333335,0.225,575.9041666666667,27.072083333333335,0
557,-81.27,-26.8,-54.96208333333333,0.24,574.4125,26.935833333333335,0
558,-83.88,-25.63,-55.195,0.243,575.7875,27.017083333333332,0
559,-84.54,-27.8,-55.094166666666666,0.233,574.3666666666667,26.982916666666668,0
560,-84.05,-25.63,-54.93083333333333,0.236,575.9916666666667,26.92458333333333,0
561,-82.78,-24.17,-54.7425,0.254,576.4541666666667,26.85875,0
562,-84.22,-27.31,-55.18,0.226,576.7416666666667,27.013333333333335,0
563,-81.82,-27.99,-55.194583333333334,0.226,576.0416666666666,27.01875,0
564,-83.9,-26.62,-55.17250000000001,0.221,576.6833333333333,27.010416666666668,0
565,-87.27,-26.27,-55.115833333333335,0.219,577.5500000000001,26.990416666666665,0
566,-84.3,-27.8,-54.850833333333334,0.216,577.8416666666667,26.89708333333333,0
567,-83.19,-25.35,-55.12041666666667,0.229,577.7666666666667,26.991666666666664,0
568,-86.77,-26.34,-54.7575,0.227,578.6291666666667,26.864583333333332,0
569,-84.1,-25.75,-54.99333333333333,0.226,577.5083333333333,26.947916666666668,0
570,-85.46,-25.13,-55.31583333333333,0.223,579.1416666666667,27.06041666666667,0
571,-83.9,-26.18,-55.803333333333335,0.242,578.025,27.231666666666666,0
572,-85.06,-26.51,-55.195,0.228,578.9,27.017916666666668,0
573,-81.99,-26.0,-55.31375,0.213,579.3375,27.06125,0
574,-83.1,-28.24,-55.435833333333335,0.228,579.3583333333333,27.102500000000003,0
575,-83.7,-25.16,-55.07916666666667,0.217,579.1833333333333,26.978333333333335,0
576,-84.08,-26.71,-55.24208333333333,0.242,579.1999999999999,27.035416666666666,0
577,-83.53,-24.8,-55.01916666666667,0.241,579.4416666666667,26.956666666666667,0
578,-81.22,-20.96,-54.456250000000004,0.213,579.3125,26.759583333333335,0
579,-83.16,-27.48,-55.147083333333335,0.245,579.7791666666666,27.001666666666665,0
580,-86.51,-26.65,-55.537083333333335,0.23,580.7791666666667,27.137916666666666,0
581,-84.03,-25.8,-54.83375,0.234,580.6958333333333,26.891666666666666,0
582,-82.65,-26.63,-55.23083333333333,0.237,582.025,27.031666666666666,0
583,-84.87,-25.78,-55.57875000000001,0.24,581.8958333333334,27.15125,0
584,-82.93,-25.54,-55.32666666666666,0.219,580.6958333333333,27.064999999999998,0
585,-86.11,-26.15,-55.562083333333334,0.223,582.0583333333333,27.147499999999997,0
586,-84.66,-26.61,-55.61208333333334,0.207,582.2416666666667,27.16416666666667,0
587,-82.18,-25.3,-54.66375,0.227,582.975,26.8325,0
588,-85.13,-24.34,-54.745416666666664,0.213,581.7833333333333,26.861666666666665,0
589,-85.95,-24.54,-54.77625,0.221,582.4083333333333,26.871666666666666,0
590,-83.36,-27.65,-55.42249999999999,0.211,583.1458333333334,27.09958333333333,0
591,-84.91,-26.44,-55.043749999999996,0.22,583.2125,26.965416666666666,0
592,-83.55,-24.42,-54.88583333333333,0.212,582.7333333333333,26.91,0
593,-82.88,-24.55,-54.435,0.228,583.475,26.752916666666664,0
594,-85.67,-27.38,-55.29791666666667,0.233,583.9541666666667,27.053749999999997,0
595,-82.61,-25.83,-54.42666666666667,0.218,584.75,26.75,0
596,-83.68,-27.6,-54.8025,0.214,585.2416666666667,26.88083333333333,0
597,-84.55,-27.57,-55.240833333333335,0.213,586.4,27.034583333333334,0
598,-84.12,-28.02,-55.38,0.223,584.3375,27.082083333333333,0
599,-85.64,-26.36,-54.77708333333334,0.22,584.9666666666667,26.87291666666667,0
600,-82.43,-24.72,-54.72541666666667,0.232,585.3000000000001,26.854583333333334,0
601,-81.56,-27.29,-54.452916666666674,0.21,586.0208333333334,26.75916666666667,0
602,-83.07,-26.67,-54.64041666666666,0.225,585.0041666666667,26.825,0
603,-84.22,-27.58,-55.37125,0.224,587.2291666666666,27.08,0
604,-86.14,-25.54,-55.20916666666667,0.203,586.7416666666667,27.023750000000003,0
605,-83.62,-27.8,-54.95375000000001,0.232,587.6833333333333,26.933333333333334,0
606,-82.39,-25.23,-54.34375,0.215,588.7708333333334,26.721666666666664,0
607,-85.74,-27.27,-55.77333333333333,0.217,588.9875000000001,27.220416666666665,0
608,-82.65,-26.73,-54.564166666666665,0.208,589.0666666666667,26.798333333333332,0
609,-83.25,-27.19,-54.86375,0.219,589.0583333333333,26.901666666666667,0
610,-83.76,-24.04,-54.65708333333333,0.227,589.9041666666667,26.829583333333332,0
611,-84.19,-25.43,-54.915416666666665,0.202,589.7541666666667,26.919583333333335,0
612,-83.67,-27.13,-55.26833333333334,0.206,590.1083333333333,27.04375,0
613,-82.95,-24.77,-55.088750000000005,0.227,589.9250000000001,26.980833333333333,0
614,-81.8,-27.82,-55.27916666666667,0.202,590.0541666666667,27.047916666666666,0
615,-85.12,-27.38,-55.213750000000005,0.222,590.5291666666667,27.024583333333336,0
616,-83.37,-27.79,-54.49541666666667,0.211,591.0375,26.773750000000003,0
617,-82.63,-25.74,-54.03208333333333,0.205,591.4041666666667,26.610833333333332,0
618,-85.06,-27.22,-54.80416666666667,0.201,592.4375,26.88208333333333,0
619,-83.81,-25.53,-54.71458333333334,0.209,591.9666666666667,26.85083333333333,0
620,-82.42,-26.44,-54.927083333333336,0.235,591.4499999999999,26.925833333333333,0
621,-82.27,-27.77,-54.80625,0.196,593.4083333333333,26.882500000000004,0
622,-83.57,-27.4,-55.73375000000001,0.213,593.3041666666667,27.20625,0
623,-83.11,-26.46,-54.83041666666667,0.213,593.5916666666667,26.890833333333333,0
624,-85.26,-24.67,-55.11041666666667,0.216,593.3125,26.9875,0
625,-83.39,-22.48,-54.59041666666667,0.198,593.5083333333333,26.807916666666667,0
626,-85.8,-26.17,-55.17958333333333,0.195,594.35,27.012083333333333,0
627,-81.86,-27.45,-54.90958333333333,0.206,595.2583333333333,26.91875,0
628,-83.24,-26.55,-54.8975,0.206,594.1,26.914583333333336,0
629,-84.42,-26.81,-54.75333333333333,0.209,595.4541666666667,26.864166666666666,0
630,-84.7,-26.84,-55.19625,0.206,595.6374999999999,27.01875,0
631,-82.37,-27.72,-55.17541666666667,0.228,594.65,27.012083333333333,0
632,-83.83,-26.73,-55.047083333333326,0.197,596.7791666666667,26.966250000000002,0
633,-85.35,-27.24,-55.406666666666666,0.188,596.6791666666667,27.0925,0
634,-82.57,-26.42,-55.25125,0.209,596.8333333333334,27.037916666666664,0
635,-83.78,-25.47,-55.3125,0.205,597.1750000000001,27.059166666666666,0
636,-85.88,-26.7,-54.99875,0.208,597.0375,26.949583333333333,0
637,-82.11,-24.63,-54.840833333333336,0.202,598.6833333333333,26.894166666666667,0
638,-84.4,-25.79,-54.788333333333334,0.21,599.0166666666667,26.875416666666666,0
639,-84.07,-24.12,-55.206250000000004,0.194,598.6166666666667,27.022499999999997,0
640,-83.52,-27.66,-55.24166666666667,0.201,598.6458333333334,27.034166666666664,0
641,-84.88,-27.57,-55.22083333333333,0.213,600.3208333333333,27.02625,0
642,-83.78,-23.94,-54.85375,0.195,599.7375000000001,26.898750000000003,0
643,-82.93,-24.28,-54.82083333333333,0.183,601.5916666666667,26.887083333333333,0
644,-84.55,-27.13,-55.55416666666667,0.2,599.65,27.14375,0
645,-82.84,-27.24,-55.07833333333334,0.206,601.4875000000001,26.977500000000003,0
646,-83.3,-27.96,-55.03708333333333,0.187,601.2125,26.964583333333334,0
647,-83.59,-25.01,-55.28583333333333,0.197,601.4416666666667,27.049166666666665,0
648,-81.8,-28.3,-54.94916666666666,0.201,602.7541666666667,26.932916666666667,0
649,-83.3,-26.36,-55.05291666666667,0.212,603.525,26.96875,0
650,-82.71,-24.71,-55.1325,0.196,603.0625,26.995416666666667,0
651,-83.43,-26.31,-54.690416666666664,0.194,603.6166666666667,26.842083333333335,0
652,-81.25,-23.36,-54.43083333333333,0.205,603.4375,26.75125,0
653,-84.86,-25.36,-55.442499999999995,0.2,604.1541666666667,27.104583333333334,0
654,-85.64,-26.57,-55.04916666666667,0.224,603.9791666666666,26.967916666666667,0
655,-81.98,-25.81,-54.67958333333333,0.187,605.3541666666666,26.838333333333335,0
656,-82.55,-25.91,-55.20083333333333,0.198,604.8249999999999,27.020416666666666,0
657,-81.3,-24.2,-54.63916666666666,0.198,605.1958333333333,26.823333333333334,0
658,-83.62,-24.96,-55.209583333333335,0.203,605.6041666666666,27.02333333333333,0
659,-82.97,-25.48,-55.01541666666666,0.187,606.3791666666667,26.955,0
660,-84.65,-26.09,-54.87625,0.183,607.3249999999999,26.906666666666666,0
661,-84.45,-27.29,-54.88125,0.186,606.7208333333333,26.907083333333333,0
662,-83.75,-25.72,-55.5725,0.202,606.7375000000001,27.150833333333335,0
663,-84.13,-25.14,-54.86416666666667,0.195,608.35,26.903333333333332,0
664,-82.26,-27.71,-54.935,0.198,608.375,26.9275,0
665,-83.17,-23.88,-54.6175,0.224,609.3958333333334,26.81625,0
666,-83.75,-27.63,-55.19958333333333,0.197,608.8583333333333,27.020416666666666,0
667,-83.02,-25.7,-55.0075,0.184,609.6833333333333,26.952916666666667,0
668,-83.72,-27.02,-54.88583333333333,0.171,610.6166666666667,26.91,0
669,-81.58,-27.27,-54.5975,0.215,610.4041666666667,26.809583333333332,0
670,-83.11,-25.66,-55.03958333333333,0.187,610.3708333333333,26.964166666666667,0
671,-81.89,-27.11,-54.406666666666666,0.181,610.3625000000001,26.741666666666664,0
672,-84.01,-27.78,-55.750416666666666,0.182,611.3625000000001,27.212083333333336,0
673,-84.07,-25.06,-55.08208333333334,0.189,611.8458333333333,26.979583333333334,0
674,-82.07,-26.23,-55.34041666666667,0.197,610.6583333333333,27.068749999999998,0
675,-83.17,-25.31,-54.79750000000001,0.198,612.7375000000001,26.879166666666666,0
676,-83.45,-26.92,-55.41291666666667,0.209,612.3625000000001,27.095,0
677,-82.12,-25.95,-54.532916666666665,0.179,612.7291666666666,26.786666666666665,0
678,-83.09,-26.94,-54.8725,0.214,613.4208333333333,26.904583333333335,0
679,-83.21,-26.26,-54.57041666666667,0.193,614.0416666666666,26.800833333333333,0
680,-84.38,-23.53,-54.80125,0.21,614.1791666666667,26.88,0
681,-83.96,-23.42,-54.94291666666667,0.202,614.7166666666667,26.930833333333336,0
682,-81.87,-25.68,-54.772083333333335,0.196,614.8458333333333,26.86916666666667,0
