sol,hour,mars_year_proxy,ls_deg_approx,lat,lon,temperature_c,wind_u_ms,wind_v_ms,surface_pressure_pa,dust_optical_depth,dust_storm_flag,habitat_thermal_load_kw_100p
122,2,30,65.69,18.4,77.5,-74.03,-3.93,3.34,645.9,0.179,0,33.61
122,3,30,65.69,18.4,77.5,-69.18,-3.54,5.73,645.7,0.232,0,31.91
122,4,30,65.69,18.4,77.5,-61.57,-0.03,6.77,645.1,0.193,0,29.25
122,5,30,65.69,18.4,77.5,-54.92,4.56,5.16,647.4,0.161,0,26.92
122,6,30,65.69,18.4,77.5,-49.11,6.74,4.76,643.7,0.176,0,24.89
122,7,30,65.69,18.4,77.5,-43.52,5.84,3.31,646.9,0.203,0,22.93
122,8,30,65.69,18.4,77.5,-36.8,7.99,3.78,647.2,0.217,0,20.58
122,9,30,65.69,18.4,77.5,-30.26,9.34,3.91,645.8,0.186,0,18.29
122,10,30,65.69,18.4,77.5,-29.79,10.18,3.08,649.0,0.191,0,18.13
122,11,30,65.69,18.4,77.5,-28.19,8.62,0.79,646.6,0.221,0,17.57
122,12,30,65.69,18.4,77.5,-29.85,6.29,-1.54,649.5,0.207,0,18.15
122,13,30,65.69,18.4,77.5,-33.11,3.72,-2.83,647.1,0.209,0,19.29
122,14,30,65.69,18.4,77.5,-34.97,0.91,-2.19,646.5,0.184,0,19.94
122,15,30,65.69,18.4,77.5,-40.98,2.22,-3.77,639.1,0.174,0,22.04
122,16,30,65.69,18.4,77.5,-47.44,-0.87,-5.08,649.0,0.213,0,24.3
122,17,30,65.69,18.4,77.5,-55.63,-3.24,-3.52,650.6,0.204,0,27.17
122,18,30,65.69,18.4,77.5,-61.69,-2.93,-3.15,653.7,0.203,0,29.29
122,19,30,65.69,18.4,77.5,-70.2,-6.66,-6.49,646.2,0.239,0,32.27
122,20,30,65.69,18.4,77.5,-74.31,-8.81,-1.74,647.7,0.174,0,33.71
122,21,30,65.69,18.4,77.5,-78.42,-6.08,-4.3,643.4,0.241,0,35.15
122,22,30,65.69,18.4,77.5,-81.73,-8.54,-2.21,645.1,0.183,0,36.31
122,23,30,65.69,18.4,77.5,-84.89,-5.97,0.3,646.8,0.187,0,37.41
123,0,30,66.23,18.4,77.5,-80.3,-5.46,1.64,645.3,0.166,0,35.8
123,1,30,66.23,18.4,77.5,-80.54,-5.76,2.99,645.0,0.214,0,35.89
123,2,30,66.23,18.4,77.5,-74.79,-4.29,3.14,644.9,0.185,0,33.88
123,3,30,66.23,18.4,77.5,-67.35,-0.37,3.72,649.5,0.201,0,31.27
123,4,30,66.23,18.4,77.5,-64.72,0.2,5.81,644.6,0.177,0,30.35
123,5,30,66.23,18.4,77.5,-53.54,5.03,6.59,644.3,0.24,0,26.44
123,6,30,66.23,18.4,77.5,-48.1,4.85,4.69,650.3,0.205,0,24.54
123,7,30,66.23,18.4,77.5,-41.94,5.53,3.25,646.8,0.149,0,22.38
123,8,30,66.23,18.4,77.5,-34.57,7.99,3.14,649.0,0.167,0,19.8
123,9,30,66.23,18.4,77.5,-30.85,8.16,2.76,648.9,0.172,0,18.5
123,10,30,66.23,18.4,77.5,-27.2,9.07,1.98,642.0,0.183,0,17.22
123,11,30,66.23,18.4,77.5,-27.8,8.73,-0.56,650.4,0.204,0,17.43
123,12,30,66.23,18.4,77.5,-30.19,8.07,-2.02,645.7,0.169,0,18.27
123,13,30,66.23,18.4,77.5,-31.65,4.81,-3.78,645.0,0.183,0,18.78
123,14,30,66.23,18.4,77.5,-33.57,1.6,-1.95,654.0,0.193,0,19.45
123,15,30,66.23,18.4,77.5,-38.91,-0.12,-5.24,645.4,0.188,0,21.32
123,16,30,66.23,18.4,77.5,-47.75,1.65,-5.09,641.8,0.196,0,24.41
123,17,30,66.23,18.4,77.5,-54.9,-3.54,-5.0,645.8,0.183,0,26.92
123,18,30,66.23,18.4,77.5,-62.27,-4.07,-4.84,647.3,0.212,0,29.49
123,19,30,66.23,18.4,77.5,-68.65,-6.0,-4.49,649.6,0.191,0,31.73
123,20,30,66.23,18.4,77.5,-75.08,-7.48,-4.09,646.7,0.194,0,33.98
123,21,30,66.23,18.4,77.5,-78.1,-8.66,-1.83,652.0,0.212,0,35.04
123,22,30,66.23,18.4,77.5,-84.91,-9.1,-0.96,642.2,0.212,0,37.42
123,23,30,66.23,18.4,77.5,-83.93,-6.49,-0.93,645.2,0.181,0,37.08
124,0,30,66.77,18.4,77.5,-82.13,-5.29,-0.54,649.2,0.188,0,36.44
124,1,30,66.77,18.4,77.5,-77.68,-5.95,2.87,647.5,0.184,0,34.89
124,2,30,66.77,18.4,77.5,-70.97,-3.29,2.07,645.4,0.198,0,32.54
124,3,30,66.77,18.4,77.5,-66.83,-2.21,4.35,643.6,0.202,0,31.09
124,4,30,66.77,18.4,77.5,-60.85,0.99,3.9,650.1,0.173,0,29.0
124,5,30,66.77,18.4,77.5,-55.7,2.24,5.95,642.6,0.231,0,27.2
124,6,30,66.77,18.4,77.5,-47.43,6.13,5.16,649.7,0.18,0,24.3
124,7,30,66.77,18.4,77.5,-41.92,4.81,5.66,647.6,0.187,0,22.37
124,8,30,66.77,18.4,77.5,-32.65,8.84,5.49,647.8,0.191,0,19.13
124,9,30,66.77,18.4,77.5,-28.42,8.54,2.01,645.8,0.161,0,17.65
124,10,30,66.77,18.4,77.5,-25.28,7.73,0.54,644.3,0.229,0,16.55
124,11,30,66.77,18.4,77.5,-27.29,6.3,-2.62,649.6,0.191,0,17.25
124,12,30,66.77,18.4,77.5,-30.36,6.54,-2.37,644.8,0.175,0,18.33
124,13,30,66.77,18.4,77.5,-32.57,4.16,-3.1,643.4,0.177,0,19.1
124,14,30,66.77,18.4,77.5,-34.17,2.35,-2.73,645.7,0.176,0,19.66
124,15,30,66.77,18.4,77.5,-41.23,0.93,-4.91,643.3,0.217,0,22.13
124,16,30,66.77,18.4,77.5,-49.59,-2.13,-4.96,652.0,0.195,0,25.06
124,17,30,66.77,18.4,77.5,-56.97,-3.66,-5.41,644.4,0.167,0,27.64
124,18,30,66.77,18.4,77.5,-62.59,-4.31,-6.19,644.9,0.163,0,29.61
124,19,30,66.77,18.4,77.5,-69.53,-5.97,-5.85,644.4,0.202,0,32.04
124,20,30,66.77,18.4,77.5,-73.47,-6.06,-3.86,646.9,0.203,0,33.41
124,21,30,66.77,18.4,77.5,-80.18,-8.77,-2.61,652.3,0.223,0,35.76
124,22,30,66.77,18.4,77.5,-80.48,-6.99,-1.86,648.5,0.194,0,35.87
124,23,30,66.77,18.4,77.5,-82.37,-8.56,-0.65,643.1,0.196,0,36.53
125,0,30,67.3,18.4,77.5,-80.65,-5.78,1.71,649.2,0.215,0,35.93
125,1,30,67.3,18.4,77.5,-78.83,-6.51,1.71,648.3,0.204,0,35.29
125,2,30,67.3,18.4,77.5,-76.34,-5.61,5.1,651.9,0.218,0,34.42
125,3,30,67.3,18.4,77.5,-68.87,0.74,4.54,648.4,0.216,0,31.8
125,4,30,67.3,18.4,77.5,-64.29,0.84,5.49,648.4,0.194,0,30.2
125,5,30,67.3,18.4,77.5,-55.1,2.65,5.2,643.6,0.184,0,26.98
125,6,30,67.3,18.4,77.5,-50.69,4.18,6.03,640.9,0.181,0,25.44
125,7,30,67.3,18.4,77.5,-42.78,8.13,4.46,655.4,0.21,0,22.67
125,8,30,67.3,18.4,77.5,-33.91,7.45,3.93,642.2,0.169,0,19.57
125,9,30,67.3,18.4,77.5,-29.11,8.13,2.37,647.5,0.185,0,17.89
125,10,30,67.3,18.4,77.5,-28.06,8.16,0.85,647.7,0.179,0,17.52
125,11,30,67.3,18.4,77.5,-26.0,6.12,0.1,648.9,0.217,0,16.8
125,12,30,67.3,18.4,77.5,-29.32,7.84,-0.51,644.2,0.198,0,17.96
125,13,30,67.3,18.4,77.5,-29.02,4.31,-0.76,646.1,0.217,0,17.86
125,14,30,67.3,18.4,77.5,-35.45,3.18,-2.03,649.9,0.169,0,20.11
125,15,30,67.3,18.4,77.5,-40.64,-0.86,-4.92,651.5,0.196,0,21.92
125,16,30,67.3,18.4,77.5,-49.08,-1.77,-3.92,649.5,0.152,0,24.88
125,17,30,67.3,18.4,77.5,-54.42,-4.03,-4.91,645.5,0.208,0,26.75
125,18,30,67.3,18.4,77.5,-60.87,-6.36,-4.63,644.8,0.195,0,29.0
125,19,30,67.3,18.4,77.5,-69.83,-6.92,-4.04,646.2,0.195,0,32.14
125,20,30,67.3,18.4,77.5,-73.97,-5.5,-4.35,649.2,0.235,0,33.59
125,21,30,67.3,18.4,77.5,-81.65,-7.1,-1.29,649.5,0.196,0,36.28
125,22,30,67.3,18.4,77.5,-85.85,-9.78,-0.57,647.9,0.221,0,37.75
125,23,30,67.3,18.4,77.5,-82.75,-6.85,-1.47,649.9,0.204,0,36.66
126,0,30,67.84,18.4,77.5,-82.26,-4.63,0.05,649.0,0.164,0,36.49
126,1,30,67.84,18.4,77.5,-80.26,-4.33,2.06,645.7,0.179,0,35.79
126,2,30,67.84,18.4,77.5,-73.82,-4.35,4.92,650.4,0.218,0,33.54
126,3,30,67.84,18.4,77.5,-66.8,-1.89,3.35,646.6,0.227,0,31.08
126,4,30,67.84,18.4,77.5,-63.9,2.67,4.34,649.6,0.197,0,30.06
126,5,30,67.84,18.4,77.5,-55.06,4.0,5.36,645.1,0.194,0,26.97
126,6,30,67.84,18.4,77.5,-47.54,5.64,3.99,648.9,0.203,0,24.34
126,7,30,67.84,18.4,77.5,-39.66,6.66,4.67,645.7,0.201,0,21.58
126,8,30,67.84,18.4,77.5,-33.58,7.44,3.03,651.0,0.175,0,19.45
126,9,30,67.84,18.4,77.5,-31.56,8.75,4.48,641.8,0.176,0,18.74
126,10,30,67.84,18.4,77.5,-30.38,7.87,2.13,649.3,0.177,0,18.33
126,11,30,67.84,18.4,77.5,-27.15,4.51,-1.14,646.4,0.185,0,17.2
126,12,30,67.84,18.4,77.5,-26.53,6.84,-3.55,651.3,0.22,0,16.99
126,13,30,67.84,18.4,77.5,-31.7,6.46,-2.74,651.9,0.223,0,18.8
126,14,30,67.84,18.4,77.5,-37.16,4.89,-3.31,647.1,0.195,0,20.71
126,15,30,67.84,18.4,77.5,-40.97,1.74,-5.05,648.2,0.198,0,22.04
126,16,30,67.84,18.4,77.5,-49.34,0.86,-6.74,642.1,0.224,0,24.97
126,17,30,67.84,18.4,77.5,-55.88,-4.7,-4.57,647.0,0.216,0,27.26
126,18,30,67.84,18.4,77.5,-62.15,-4.96,-5.41,645.2,0.192,0,29.45
126,19,30,67.84,18.4,77.5,-65.35,-7.03,-2.55,645.9,0.192,0,30.57
126,20,30,67.84,18.4,77.5,-77.26,-9.12,-4.35,646.3,0.203,0,34.74
126,21,30,67.84,18.4,77.5,-78.77,-5.86,-2.33,647.8,0.179,0,35.27
126,22,30,67.84,18.4,77.5,-84.23,-8.35,-1.14,646.2,0.179,0,37.18
126,23,30,67.84,18.4,77.5,-82.53,-8.75,1.15,647.0,0.231,0,36.59
127,0,30,68.38,18.4,77.5,-80.15,-5.56,1.08,646.4,0.201,0,35.75
127,1,30,68.38,18.4,77.5,-82.33,-3.09,1.77,649.9,0.208,0,36.52
127,2,30,68.38,18.4,77.5,-74.46,-2.87,3.57,647.4,0.201,0,33.76
127,3,30,68.38,18.4,77.5,-68.68,-1.89,4.16,650.8,0.211,0,31.74
127,4,30,68.38,18.4,77.5,-62.88,1.13,5.31,642.3,0.185,0,29.71
127,5,30,68.38,18.4,77.5,-55.23,4.81,4.58,648.4,0.196,0,27.03
127,6,30,68.38,18.4,77.5,-49.51,3.52,5.48,652.8,0.195,0,25.03
127,7,30,68.38,18.4,77.5,-39.26,7.11,4.06,648.4,0.149,0,21.44
127,8,30,68.38,18.4,77.5,-36.17,7.05,3.04,646.2,0.185,0,20.36
127,9,30,68.38,18.4,77.5,-31.27,5.84,3.71,643.5,0.22,0,18.64
127,10,30,68.38,18.4,77.5,-28.24,8.17,0.77,646.9,0.189,0,17.58
127,11,30,68.38,18.4,77.5,-26.24,4.71,1.17,646.3,0.177,0,16.88
127,12,30,68.38,18.4,77.5,-28.22,6.97,-1.3,648.6,0.21,0,17.58
127,13,30,68.38,18.4,77.5,-30.17,4.7,-3.18,643.7,0.177,0,18.26
127,14,30,68.38,18.4,77.5,-33.06,2.68,-3.4,645.0,0.204,0,19.27
127,15,30,68.38,18.4,77.5,-41.1,-0.68,-6.48,647.4,0.202,0,22.09
127,16,30,68.38,18.4,77.5,-48.31,0.38,-4.88,646.1,0.208,0,24.61
127,17,30,68.38,18.4,77.5,-52.96,-4.56,-4.98,650.3,0.22,0,26.24
127,18,30,68.38,18.4,77.5,-60.41,-6.58,-2.91,648.8,0.202,0,28.84
127,19,30,68.38,18.4,77.5,-70.19,-9.32,-5.42,646.1,0.157,0,32.27
127,20,30,68.38,18.4,77.5,-70.96,-7.38,-4.43,642.9,0.189,0,32.54
127,21,30,68.38,18.4,77.5,-77.95,-9.32,0.1,648.0,0.179,0,34.98
127,22,30,68.38,18.4,77.5,-81.29,-8.59,-2.06,646.3,0.194,0,36.15
127,23,30,68.38,18.4,77.5,-84.18,-9.92,-1.17,645.5,0.23,0,37.16
128,0,30,68.92,18.4,77.5,-80.65,-4.91,0.52,646.9,0.192,0,35.93
128,1,30,68.92,18.4,77.5,-78.3,-5.29,2.26,649.1,0.183,0,35.11
128,2,30,68.92,18.4,77.5,-73.57,-3.57,5.13,646.8,0.212,0,33.45
128,3,30,68.92,18.4,77.5,-68.12,0.24,4.45,645.4,0.189,0,31.54
128,4,30,68.92,18.4,77.5,-62.49,1.03,6.03,648.3,0.199,0,29.57
128,5,30,68.92,18.4,77.5,-53.11,3.13,5.69,651.4,0.207,0,26.29
128,6,30,68.92,18.4,77.5,-46.25,5.67,6.79,650.1,0.217,0,23.89
128,7,30,68.92,18.4,77.5,-41.81,5.94,2.34,646.7,0.194,0,22.33
128,8,30,68.92,18.4,77.5,-33.14,5.71,4.16,647.8,0.176,0,19.3
128,9,30,68.92,18.4,77.5,-31.93,7.1,1.93,647.9,0.174,0,18.88
128,10,30,68.92,18.4,77.5,-27.7,6.73,1.32,644.9,0.213,0,17.39
128,11,30,68.92,18.4,77.5,-26.19,6.99,1.18,644.1,0.226,0,16.87
128,12,30,68.92,18.4,77.5,-24.99,6.77,-1.87,645.1,0.177,0,16.45
128,13,30,68.92,18.4,77.5,-31.89,3.25,-1.0,652.0,0.202,0,18.86
128,14,30,68.92,18.4,77.5,-36.06,3.4,-3.83,652.1,0.204,0,20.32
128,15,30,68.92,18.4,77.5,-39.92,0.74,-3.47,648.9,0.193,0,21.67
128,16,30,68.92,18.4,77.5,-49.84,-1.17,-6.36,643.1,0.176,0,25.15
128,17,30,68.92,18.4,77.5,-56.04,-4.3,-6.29,651.8,0.175,0,27.31
128,18,30,68.92,18.4,77.5,-61.87,-4.96,-3.54,647.0,0.23,0,29.36
128,19,30,68.92,18.4,77.5,-67.68,-5.84,-5.69,645.6,0.205,0,31.39
128,20,30,68.92,18.4,77.5,-75.73,-6.89,-5.46,651.2,0.225,0,34.21
128,21,30,68.92,18.4,77.5,-81.06,-9.44,-2.75,646.8,0.183,0,36.07
128,22,30,68.92,18.4,77.5,-79.39,-9.14,-2.93,648.0,0.205,0,35.49
128,23,30,68.92,18.4,77.5,-84.84,-6.91,-0.97,647.5,0.163,0,37.39
129,0,30,69.46,18.4,77.5,-81.82,-5.39,1.12,653.3,0.226,0,36.34
129,1,30,69.46,18.4,77.5,-78.14,-3.05,1.96,641.4,0.224,0,35.05
129,2,30,69.46,18.4,77.5,-75.6,-4.34,3.25,648.4,0.19,0,34.16
129,3,30,69.46,18.4,77.5,-68.21,-1.38,5.02,648.6,0.201,0,31.57
129,4,30,69.46,18.4,77.5,-60.66,2.23,5.7,648.7,0.217,0,28.93
129,5,30,69.46,18.4,77.5,-50.99,2.02,4.74,647.2,0.221,0,25.54
129,6,30,69.46,18.4,77.5,-48.25,6.35,3.44,645.4,0.207,0,24.59
129,7,30,69.46,18.4,77.5,-43.45,4.87,3.69,644.9,0.194,0,22.91
129,8,30,69.46,18.4,77.5,-36.34,6.77,3.53,645.6,0.197,0,20.42
129,9,30,69.46,18.4,77.5,-29.23,8.21,2.32,647.9,0.226,0,17.93
129,10,30,69.46,18.4,77.5,-27.23,5.66,1.06,651.4,0.205,0,17.23
129,11,30,69.46,18.4,77.5,-26.49,5.81,0.81,644.6,0.196,0,16.97
129,12,30,69.46,18.4,77.5,-29.09,6.86,-1.41,650.0,0.162,0,17.88
129,13,30,69.46,18.4,77.5,-32.12,2.89,-4.06,651.1,0.195,0,18.94
129,14,30,69.46,18.4,77.5,-36.14,3.78,-2.45,646.0,0.196,0,20.35
129,15,30,69.46,18.4,77.5,-40.58,1.0,-5.62,648.3,0.208,0,21.9
129,16,30,69.46,18.4,77.5,-49.3,-0.82,-6.28,647.0,0.17,0,24.95
129,17,30,69.46,18.4,77.5,-54.89,-3.87,-6.12,644.2,0.179,0,26.91
129,18,30,69.46,18.4,77.5,-61.34,-5.45,-5.24,649.9,0.193,0,29.17
129,19,30,69.46,18.4,77.5,-66.19,-4.4,-3.56,651.3,0.164,0,30.87
129,20,30,69.46,18.4,77.5,-75.29,-8.26,-3.92,646.5,0.225,0,34.05
129,21,30,69.46,18.4,77.5,-80.1,-8.87,-2.53,650.8,0.178,0,35.74
129,22,30,69.46,18.4,77.5,-84.21,-9.34,-1.4,644.0,0.197,0,37.17
129,23,30,69.46,18.4,77.5,-81.41,-7.52,-0.34,649.0,0.206,0,36.2
130,0,30,70.0,18.4,77.5,-80.86,-4.83,0.45,650.1,0.186,0,36.0
130,1,30,70.0,18.4,77.5,-80.29,-5.39,3.8,643.2,0.186,0,35.8
130,2,30,70.0,18.4,77.5,-76.37,-0.47,2.85,646.3,0.223,0,34.43
130,3,30,70.0,18.4,77.5,-69.22,0.62,4.8,645.5,0.179,0,31.93
130,4,30,70.0,18.4,77.5,-60.7,-0.06,3.49,649.6,0.171,0,28.95
130,5,30,70.0,18.4,77.5,-54.64,3.98,5.87,647.7,0.202,0,26.82
130,6,30,70.0,18.4,77.5,-45.55,7.18,4.46,652.1,0.173,0,23.64
130,7,30,70.0,18.4,77.5,-43.5,8.8,4.35,646.2,0.169,0,22.93
130,8,30,70.0,18.4,77.5,-36.13,8.46,3.44,643.6,0.183,0,20.34
130,9,30,70.0,18.4,77.5,-27.6,7.65,1.41,650.1,0.21,0,17.36
130,10,30,70.0,18.4,77.5,-29.26,7.46,2.25,650.3,0.17,0,17.94
130,11,30,70.0,18.4,77.5,-26.8,7.73,-0.22,644.1,0.191,0,17.08
130,12,30,70.0,18.4,77.5,-26.6,8.28,-1.02,649.4,0.183,0,17.01
130,13,30,70.0,18.4,77.5,-29.57,5.27,-1.8,653.3,0.208,0,18.05
130,14,30,70.0,18.4,77.5,-35.26,4.53,-4.54,644.0,0.181,0,20.04
130,15,30,70.0,18.4,77.5,-39.88,0.37,-5.12,650.3,0.205,0,21.66
130,16,30,70.0,18.4,77.5,-47.19,1.22,-5.62,643.9,0.191,0,24.21
130,17,30,70.0,18.4,77.5,-56.49,-5.72,-3.83,651.3,0.192,0,27.47
130,18,30,70.0,18.4,77.5,-63.61,-2.53,-4.71,645.6,0.202,0,29.96
130,19,30,70.0,18.4,77.5,-70.06,-6.17,-3.89,647.9,0.191,0,32.22
130,20,30,70.0,18.4,77.5,-74.8,-6.69,-4.21,646.6,0.169,0,33.88
130,21,30,70.0,18.4,77.5,-78.24,-6.51,-4.24,646.9,0.198,0,35.08
130,22,30,70.0,18.4,77.5,-83.06,-5.18,-1.24,653.1,0.222,0,36.77
130,23,30,70.0,18.4,77.5,-82.31,-6.99,0.93,651.4,0.213,0,36.51
131,0,30,70.54,18.4,77.5,-81.36,-6.71,0.77,645.0,0.208,0,36.17
131,1,30,70.54,18.4,77.5,-81.03,-5.14,2.61,646.4,0.164,0,36.06
131,2,30,70.54,18.4,77.5,-73.97,-4.11,4.41,646.9,0.201,0,33.59
131,3,30,70.54,18.4,77.5,-69.15,-1.87,3.8,647.2,0.188,0,31.9
131,4,30,70.54,18.4,77.5,-63.09,1.59,6.38,649.7,0.191,0,29.78
131,5,30,70.54,18.4,77.5,-53.18,3.77,4.51,649.4,0.236,0,26.31
131,6,30,70.54,18.4,77.5,-46.51,6.75,3.58,643.3,0.184,0,23.98
131,7,30,70.54,18.4,77.5,-40.34,7.9,4.86,651.1,0.18,0,21.82
131,8,30,70.54,18.4,77.5,-33.33,8.31,2.63,654.4,0.197,0,19.37
131,9,30,70.54,18.4,77.5,-30.65,5.95,2.89,647.0,0.194,0,18.43
131,10,30,70.54,18.4,77.5,-30.03,7.02,0.43,646.7,0.147,0,18.21
131,11,30,70.54,18.4,77.5,-31.65,6.61,0.39,647.2,0.18,0,18.78
131,12,30,70.54,18.4,77.5,-25.87,7.64,-2.31,650.8,0.207,0,16.75
131,13,30,70.54,18.4,77.5,-30.09,3.87,-1.97,646.4,0.217,0,18.23
131,14,30,70.54,18.4,77.5,-37.42,3.55,-3.32,645.7,0.175,0,20.8
131,15,30,70.54,18.4,77.5,-39.45,1.61,-5.13,644.8,0.179,0,21.51
131,16,30,70.54,18.4,77.5,-48.66,0.75,-5.86,648.6,0.16,0,24.73
131,17,30,70.54,18.4,77.5,-53.47,-4.19,-5.96,642.4,0.196,0,26.41
131,18,30,70.54,18.4,77.5,-62.72,-6.63,-5.31,653.3,0.206,0,29.65
131,19,30,70.54,18.4,77.5,-70.34,-6.38,-6.14,648.0,0.172,0,32.32
131,20,30,70.54,18.4,77.5,-74.77,-5.89,-3.07,647.7,0.173,0,33.87
131,21,30,70.54,18.4,77.5,-78.98,-7.26,-2.04,647.9,0.187,0,35.34
131,22,30,70.54,18.4,77.5,-82.19,-8.8,-0.59,643.8,0.201,0,36.47
131,23,30,70.54,18.4,77.5,-81.74,-6.76,-0.23,652.2,0.199,0,36.31
132,0,30,71.07,18.4,77.5,-83.88,-4.15,3.46,650.1,0.226,0,37.06
132,1,30,71.07,18.4,77.5,-81.18,-3.72,3.16,639.2,0.172,0,36.11
132,2,30,71.07,18.4,77.5,-74.65,-2.79,4.32,647.6,0.173,0,33.83
132,3,30,71.07,18.4,77.5,-68.59,0.43,4.96,647.5,0.211,0,31.71
132,4,30,71.07,18.4,77.5,-64.03,1.66,5.11,651.5,0.225,0,30.11
132,5,30,71.07,18.4,77.5,-52.51,2.54,6.1,651.6,0.165,0,26.08
132,6,30,71.07,18.4,77.5,-47.57,6.14,4.62,646.3,0.172,0,24.35
132,7,30,71.07,18.4,77.5,-41.93,8.48,2.19,649.8,0.185,0,22.38
132,8,30,71.07,18.4,77.5,-31.0,6.89,3.53,649.6,0.201,0,18.55
132,9,30,71.07,18.4,77.5,-30.46,9.36,0.95,645.4,0.176,0,18.36
132,10,30,71.07,18.4,77.5,-27.29,10.29,0.34,645.0,0.19,0,17.25
132,11,30,71.07,18.4,77.5,-28.7,7.38,0.16,645.5,0.194,0,17.74
132,12,30,71.07,18.4,77.5,-27.6,7.08,-1.41,645.7,0.195,0,17.36
132,13,30,71.07,18.4,77.5,-31.49,6.13,-1.27,647.5,0.227,0,18.72
132,14,30,71.07,18.4,77.5,-33.27,2.93,-3.78,647.8,0.211,0,19.34
132,15,30,71.07,18.4,77.5,-44.25,1.98,-4.45,648.6,0.212,0,23.19
132,16,30,71.07,18.4,77.5,-46.76,-4.07,-4.96,644.3,0.17,0,24.06
132,17,30,71.07,18.4,77.5,-56.16,-3.63,-6.43,648.8,0.179,0,27.36
132,18,30,71.07,18.4,77.5,-58.43,-5.72,-5.0,644.6,0.197,0,28.15
132,19,30,71.07,18.4,77.5,-69.26,-4.16,-4.76,647.6,0.223,0,31.94
132,20,30,71.07,18.4,77.5,-74.16,-5.84,-3.81,651.4,0.218,0,33.66
132,21,30,71.07,18.4,77.5,-79.26,-6.63,-1.6,647.2,0.148,0,35.44
132,22,30,71.07,18.4,77.5,-82.18,-8.78,-1.76,646.7,0.231,0,36.46
132,23,30,71.07,18.4,77.5,-84.68,-6.64,-0.41,648.7,0.21,0,37.34
133,0,30,71.61,18.4,77.5,-82.13,-6.19,0.19,649.1,0.154,0,36.45
133,1,30,71.61,18.4,77.5,-79.41,-6.1,2.83,653.3,0.192,0,35.49
133,2,30,71.61,18.4,77.5,-76.44,-3.26,3.53,648.8,0.186,0,34.45
133,3,30,71.61,18.4,77.5,-68.5,-1.35,4.23,650.6,0.188,0,31.68
133,4,30,71.61,18.4,77.5,-61.7,1.48,5.3,649.9,0.202,0,29.3
133,5,30,71.61,18.4,77.5,-55.49,1.11,6.76,643.7,0.176,0,27.12
133,6,30,71.61,18.4,77.5,-51.07,6.34,2.63,645.5,0.221,0,25.58
133,7,30,71.61,18.4,77.5,-41.35,5.98,2.39,650.1,0.227,0,22.17
133,8,30,71.61,18.4,77.5,-37.18,7.33,3.82,646.9,0.225,0,20.71
133,9,30,71.61,18.4,77.5,-32.71,8.29,1.92,646.7,0.206,0,19.15
133,10,30,71.61,18.4,77.5,-30.31,8.4,1.33,649.9,0.189,0,18.31
133,11,30,71.61,18.4,77.5,-25.65,6.79,0.96,648.1,0.193,0,16.68
133,12,30,71.61,18.4,77.5,-27.52,7.64,-2.04,643.5,0.186,0,17.33
133,13,30,71.61,18.4,77.5,-30.64,6.76,-3.04,650.4,0.244,0,18.43
133,14,30,71.61,18.4,77.5,-33.59,5.43,-3.81,649.1,0.198,0,19.46
133,15,30,71.61,18.4,77.5,-40.97,0.31,-3.31,650.6,0.179,0,22.04
133,16,30,71.61,18.4,77.5,-50.23,-0.23,-4.84,646.0,0.208,0,25.28
133,17,30,71.61,18.4,77.5,-55.8,-2.11,-6.05,645.4,0.19,0,27.23
133,18,30,71.61,18.4,77.5,-62.65,-4.93,-5.07,652.8,0.204,0,29.63
133,19,30,71.61,18.4,77.5,-68.59,-6.83,-5.04,644.4,0.156,0,31.71
133,20,30,71.61,18.4,77.5,-77.2,-7.24,-4.23,648.7,0.215,0,34.72
133,21,30,71.61,18.4,77.5,-79.13,-7.41,-3.3,647.2,0.208,0,35.4
133,22,30,71.61,18.4,77.5,-81.9,-6.33,-1.01,651.7,0.22,0,36.36
133,23,30,71.61,18.4,77.5,-82.95,-8.98,-0.17,642.5,0.188,0,36.73
134,0,30,72.15,18.4,77.5,-82.21,-7.13,2.11,652.0,0.226,0,36.47
134,1,30,72.15,18.4,77.5,-79.96,-3.33,2.01,650.5,0.211,0,35.69
134,2,30,72.15,18.4,77.5,-73.28,-3.04,3.53,652.0,0.16,0,33.35
134,3,30,72.15,18.4,77.5,-72.06,-1.5,5.04,652.1,0.19,0,32.92
134,4,30,72.15,18.4,77.5,-62.2,-0.02,4.89,648.6,0.219,0,29.47
134,5,30,72.15,18.4,77.5,-52.6,5.82,6.16,647.7,0.208,0,26.11
134,6,30,72.15,18.4,77.5,-46.53,5.83,2.65,650.3,0.204,0,23.98
134,7,30,72.15,18.4,77.5,-40.41,6.15,2.77,646.6,0.194,0,21.84
134,8,30,72.15,18.4,77.5,-37.91,4.52,2.96,649.5,0.223,0,20.97
134,9,30,72.15,18.4,77.5,-29.43,9.2,1.14,651.8,0.192,0,18.0
134,10,30,72.15,18.4,77.5,-28.17,6.18,0.49,643.9,0.189,0,17.56
134,11,30,72.15,18.4,77.5,-27.96,7.98,0.75,651.2,0.203,0,17.49
134,12,30,72.15,18.4,77.5,-28.35,5.78,0.6,647.6,0.21,0,17.62
134,13,30,72.15,18.4,77.5,-34.25,4.51,-3.94,649.2,0.16,0,19.69
134,14,30,72.15,18.4,77.5,-36.78,4.46,-1.9,650.8,0.179,0,20.57
134,15,30,72.15,18.4,77.5,-43.38,2.53,-3.91,643.8,0.17,0,22.88
